"id","countyfips","year","births","censusbuildingpermits","deaths","groupquarterspopulation","householdpopulation","households","householdsize","naturalincrease","netmigration","totalhousingunits","vacancyrate","vacanthousingunits","totalpopulation"
1702,19,2011,70,13.00,58,90,8980,4198,2.14,12,-56,5700,26.35,1502,9070
1703,21,2011,104,17.00,88,36,8246,3128,2.64,16,-16,4307,27.37,1179,8282
1704,23,2011,37,24.00,32,0,3647,1605,2.27,5,110,2649,39.41,1044,3647
1705,25,2011,34,4.00,36,2638,3179,1322,2.40,-2,25,1563,15.42,241,5817
1706,27,2011,22,67.00,29,150,4077,1912,2.13,-7,-38,4034,52.60,2122,4227
1707,29,2011,344,10.00,356,680,29690,12472,2.38,-12,-474,14567,14.38,2095,30370
1708,31,2011,9622,1232.00,4184,16220,604464,272244,2.22,5438,10128,287753,5.39,15509,620684
1709,33,2011,18,0.00,17,0,2025,882,2.30,1,-36,1468,39.92,586,2025
1710,35,2011,3557,2490.00,905,772,291706,104489,2.79,2652,2730,107869,3.13,3380,292478
1711,37,2011,650,56.00,83,70,51579,19025,2.71,567,-990,31382,39.38,12357,51649
1712,39,2011,174,33.00,108,19975,618314,241890,2.56,66,40,253871,4.72,11981,23213
1713,41,2011,9231,2321.00,3650,73,23140,8425,2.75,5581,4642,8981,6.19,556,638289
1714,43,2011,379,53.00,528,9053,38353,16682,2.30,-149,352,19313,13.62,2631,47406
1715,45,2011,863,37.00,294,868,55137,20224,2.73,569,-698,23363,13.44,3139,56005
1716,47,2011,47,4.00,28,49,5399,2463,2.19,19,-34,3568,30.97,1105,5448
1717,49,2011,106,87.00,66,222,14326,6338,2.26,40,-282,16181,60.83,9843,14548
1718,51,2011,152,73.00,58,721,14548,6549,2.22,94,-5,11505,43.08,4956,15269
1719,53,2011,5,7.00,7,56,768,353,2.18,-2,-17,1398,74.75,1045,824
1720,55,2011,46,30.00,105,165,6339,3037,2.09,-59,-92,5119,40.67,2082,6504
1721,57,2011,12,7.00,10,2,1370,639,2.14,2,-17,1295,50.66,656,1372
1722,59,2011,5529,603.00,3738,7722,531999,220186,2.42,1791,1984,230724,4.57,10538,539721
1723,61,2011,20,6.00,22,14,1431,640,2.24,-2,48,813,21.28,173,1445
1724,63,2011,105,2.00,83,874,7307,3084,2.37,22,93,3529,12.61,445,8181
1725,65,2011,104,19.00,41,1715,50151,21323,2.35,63,29,26132,18.40,4809,7382
1726,67,2011,543,222.00,246,141,7241,2978,2.43,297,128,4290,30.58,1312,51866
1727,69,2011,3313,1187.00,1861,8376,296702,122593,2.42,1452,3248,134051,8.55,11458,305078
1728,71,2011,149,20.00,196,861,14184,6181,2.29,-47,-318,8230,24.90,2049,15045
1729,73,2011,64,1.00,52,971,4426,1944,2.28,12,-30,2423,19.77,479,5397
1730,75,2011,212,15.00,182,3535,18719,8009,2.34,30,-130,9000,11.01,991,22254
1731,77,2011,1908,364.00,1296,4791,143317,58255,2.46,612,17,63183,7.80,4928,148108
1732,79,2011,5,5.00,3,0,706,352,2.01,2,-1,1212,70.96,860,706
1733,81,2011,187,7.00,67,102,13300,5308,2.51,120,-524,6209,14.51,901,13402
1734,83,2011,308,11.00,288,237,25226,10511,2.40,20,-89,12109,13.20,1598,25463
1735,85,2011,492,62.00,399,542,40352,16330,2.47,93,-387,18353,11.02,2023,40894
1736,87,2011,460,2.00,277,564,27870,10396,2.68,183,55,11503,9.62,1107,28434
1737,89,2011,245,3.00,216,433,18398,7729,2.38,29,-36,8973,13.86,1244,18831
1738,91,2011,29,20.00,19,0,4422,2016,2.19,10,-34,3104,35.05,1088,4422
1739,93,2011,117,95.00,83,92,16004,7125,2.25,34,-200,14065,49.34,6940,16096
1740,95,2011,51,3.00,61,60,4313,1791,2.41,-10,-82,2092,14.39,301,4373
1741,97,2011,175,44.00,53,72,17053,8139,2.10,122,-153,12994,37.36,4855,17125
1742,99,2011,142,2.00,149,315,12152,4903,2.48,-7,-57,5945,17.53,1042,12467
1743,101,2011,1865,291.00,1651,4327,155830,63410,2.46,214,441,69872,9.25,6462,160157
1744,103,2011,106,21.00,40,145,6551,2697,2.43,66,103,3323,18.84,626,6696
1745,105,2011,143,18.00,122,198,11707,4747,2.47,21,-117,6651,28.63,1904,11905
1746,107,2011,228,27.00,88,338,22899,9774,2.34,140,-345,16349,40.22,6575,23237
1747,109,2011,79,35.00,37,18,6166,2675,2.31,42,-2,3890,31.23,1215,6184
1748,111,2011,8,1.00,8,0,693,341,2.03,0,-16,758,55.01,417,693
1749,113,2011,76,25.00,18,9,7468,3507,2.13,58,63,6683,47.52,3176,7477
1750,115,2011,29,0.00,41,35,2332,1087,2.15,-12,12,1415,23.18,328,2367
1751,117,2011,308,117.00,54,273,27681,11736,2.36,254,-373,30024,60.91,18288,27954
1752,119,2011,222,30.00,134,132,23162,9781,2.37,88,-235,12668,22.79,2887,23294
1753,121,2011,40,5.00,53,184,4605,1969,2.34,-13,-13,2441,19.34,472,4789
1754,123,2011,3749,778.00,1434,5872,252679,91412,2.76,2315,2029,97263,6.02,5851,258551
1755,125,2011,155,5.00,118,196,9922,3982,2.49,37,49,4471,10.94,489,10118
1756,0,2012,64733,14278.00,32763,117928,5073158,2036694,2.49,31970,40341,2236805,8.95,200110,5191086
1757,1,2012,6923,714.00,2750,4014,456050,160214,2.85,4173,4156,164378,2.53,4164,460064
1758,3,2012,208,53.00,118,740,14947,6094,2.45,90,-82,6619,7.93,525,15687
1759,5,2012,7754,334.00,3380,4764,591012,233477,2.53,4374,5926,239524,2.52,6047,595776
1760,7,2012,116,36.00,72,129,11980,5278,2.27,44,62,8870,40.50,3592,12109
1761,9,2012,53,2.00,72,82,3664,1666,2.20,-19,-34,2252,26.02,586,3746
1762,11,2012,55,1.00,60,1686,4092,1747,2.34,-5,-93,2245,22.18,498,5778
1763,13,2012,2953,713.00,1570,10002,295014,123243,2.39,1383,3463,128436,4.04,5192,305016
1764,14,2012,684,229.00,330,282,58433,22502,2.60,354,1150,23103,2.60,601,58715
1765,15,2012,152,69.00,157,1489,16634,7720,2.15,-5,119,10173,24.11,2453,18123
1766,17,2012,38,0.00,27,42,1833,804,2.28,11,0,976,17.62,172,1875
1767,19,2012,63,16.00,46,107,8996,4205,2.14,17,-1,5716,26.43,1511,9103
1768,21,2012,126,13.00,82,36,8210,3114,2.64,44,-80,4321,27.93,1207,8246
1769,23,2012,29,22.00,41,0,3601,1584,2.27,-12,-34,2667,40.61,1083,3601
1770,25,2012,40,2.00,47,2291,3085,1282,2.41,-7,-87,1565,18.08,283,5376
1771,27,2012,26,66.00,36,150,4091,1918,2.13,-10,24,4099,53.21,2181,4241
1772,29,2012,337,50.00,315,723,29738,12493,2.38,22,26,14555,14.17,2062,30461
1773,31,2012,9181,2685.00,4173,16214,618257,278456,2.22,5008,8785,289832,3.93,11376,634471
1774,33,2012,24,0.00,17,0,1990,866,2.30,7,-42,1468,41.01,602,1990
1775,35,2012,3477,1990.00,1034,775,297863,106700,2.79,2443,3714,108865,1.99,2165,298638
1776,37,2012,695,51.00,100,70,51779,19098,2.71,595,-395,31433,39.24,12335,51849
1777,39,2012,171,30.00,116,19997,627449,245442,2.56,55,103,256167,4.19,10725,23371
1778,41,2012,9156,2706.00,3781,73,23298,8483,2.75,5375,3760,9010,5.85,527,647446
1779,43,2012,388,46.00,498,8666,38409,16707,2.30,-110,166,19372,13.76,2665,47075
1780,45,2012,788,33.00,252,884,55886,20498,2.73,536,213,23395,12.38,2897,56770
1781,47,2012,39,16.00,27,49,5408,2468,2.19,12,-3,3584,31.14,1116,5457
1782,49,2012,111,59.00,45,222,13935,6186,2.25,66,-457,15612,60.38,9426,14157
1783,51,2012,164,50.00,74,824,14560,6555,2.22,90,-78,11554,43.27,4999,15384
1784,53,2012,6,6.00,3,56,739,340,2.17,3,-32,1404,75.78,1064,795
1785,55,2012,59,30.00,106,165,6398,3067,2.09,-47,106,5144,40.38,2077,6563
1786,57,2012,9,2.00,15,2,1336,623,2.14,-6,-28,1297,51.97,674,1338
1787,59,2012,5556,976.00,3897,7729,538151,222732,2.42,1659,4493,231657,3.85,8925,545880
1788,61,2012,8,1.00,21,14,1411,630,2.24,-13,-7,814,22.60,184,1425
1789,63,2012,93,0.00,69,808,7280,3074,2.37,24,-51,3529,12.89,455,8088
1790,65,2012,72,17.00,40,1878,50579,21504,2.35,32,-123,26283,18.18,4779,7291
1791,67,2012,536,154.00,332,141,7150,2940,2.43,204,224,4308,31.75,1368,52457
1792,69,2012,3407,1232.00,1871,8447,302270,124868,2.42,1536,4032,135411,7.79,10543,310717
1793,71,2012,149,22.00,163,783,14183,6181,2.29,-14,13,8245,25.03,2064,14966
1794,73,2012,50,4.00,56,1027,4411,1937,2.28,-6,-9,2425,20.12,488,5438
1795,75,2012,223,13.00,182,3371,18632,7972,2.34,41,-128,9013,11.55,1041,22003
1796,77,2012,1818,338.00,1306,4806,143485,58339,2.46,512,-344,63561,8.22,5222,148291
1797,79,2012,6,9.00,5,0,706,352,2.01,1,-1,1222,71.19,870,706
1798,81,2012,164,10.00,120,102,13033,5201,2.51,44,-311,6219,16.37,1018,13135
1799,83,2012,294,8.00,268,237,25204,10503,2.40,26,-48,12117,13.32,1614,25441
1800,85,2012,402,51.00,451,542,40149,16249,2.47,-49,-154,18425,11.81,2176,40691
1801,87,2012,423,19.00,271,564,27677,10325,2.68,152,-345,11525,10.41,1200,28241
1802,89,2012,270,3.00,258,433,18227,7659,2.38,12,-183,8976,14.67,1317,18660
1803,91,2012,33,19.00,20,0,4510,2057,2.19,13,75,3122,34.11,1065,4510
1804,93,2012,109,73.00,77,92,15960,7105,2.25,32,-76,14137,49.74,7032,16052
1805,95,2012,55,2.00,50,60,4324,1795,2.41,5,6,2093,14.24,298,4384
1806,97,2012,128,33.00,51,72,17150,8184,2.10,77,20,13017,37.13,4833,17222
1807,99,2012,188,8.00,127,315,12065,4866,2.48,61,-148,5951,18.23,1085,12380
1808,101,2012,1878,149.00,1591,4505,156254,63580,2.46,287,137,69986,9.15,6406,160759
1809,103,2012,73,16.00,55,271,6503,2677,2.43,18,-66,3330,19.61,653,6774
1810,105,2012,127,12.00,127,198,11667,4732,2.47,0,-40,6663,28.98,1931,11865
1811,107,2012,216,42.00,92,305,22952,9796,2.34,124,-71,16385,40.21,6589,23257
1812,109,2012,79,25.00,29,18,6298,2733,2.30,50,82,3914,30.17,1181,6316
1813,111,2012,3,1.00,2,0,692,341,2.03,1,-2,759,55.07,418,692
1814,113,2012,72,7.00,31,9,7561,3550,2.13,41,52,6690,46.94,3140,7570
1815,115,2012,21,0.00,38,35,2335,1090,2.14,-17,20,1415,22.97,325,2370
1816,117,2012,309,154.00,57,273,27940,11846,2.36,252,7,30142,60.70,18296,28213
1817,119,2012,154,46.00,144,132,23217,9805,2.37,10,45,12721,22.92,2916,23349
1818,121,2012,40,1.00,50,184,4532,1938,2.34,-10,-63,2442,20.64,504,4716
1819,123,2012,3795,803.00,1456,5847,258077,93336,2.77,2339,3059,98195,4.95,4859,263924
1820,125,2012,157,6.00,112,196,9886,3967,2.49,45,-81,4477,11.39,510,10082
1821,0,2013,64735,26192.00,33624,118977,5149436,2066696,2.49,31111,45167,2258924,8.51,192228,5268413
1822,1,2013,7171,909.00,2798,4028,465449,163451,2.85,4373,5026,165984,1.53,2533,469477
1823,3,2013,223,73.00,146,740,15064,6143,2.45,77,40,6694,8.23,551,15804
1824,5,2013,7821,1318.00,3555,4545,602600,238005,2.53,4266,7322,241472,1.44,3467,607145
1825,7,2013,106,53.00,92,129,12082,5323,2.27,14,88,8930,40.39,3607,12211
1826,9,2013,48,0.00,54,82,3597,1634,2.20,-6,-61,2252,27.44,618,3679
1827,11,2013,38,1.00,62,1715,3993,1704,2.34,-24,-75,2249,24.23,545,5708
1828,13,2013,2963,1411.00,1666,10326,299645,125161,2.39,1297,3334,129798,3.57,4637,309971
1829,14,2013,684,2010.00,323,282,59693,22987,2.60,361,899,23563,2.44,576,59975
1830,15,2013,110,102.00,179,1345,16936,7860,2.15,-69,371,10243,23.26,2383,18281
1831,17,2013,27,4.00,18,42,1847,809,2.28,9,5,985,17.87,176,1889
1832,19,2013,70,6.00,59,76,9019,4215,2.14,11,12,5711,26.20,1496,9095
1833,21,2013,109,13.00,99,36,8193,3108,2.64,10,-27,4335,28.30,1227,8229
1834,23,2013,29,23.00,43,0,3537,1556,2.27,-14,-50,2684,42.03,1128,3537
1835,25,2013,41,0.00,39,2242,3036,1263,2.40,2,-51,1565,19.30,302,5278
1836,27,2013,21,54.00,36,150,4137,1939,2.13,-15,61,4152,53.30,2213,4287
1837,29,2013,320,10.00,317,545,29777,12516,2.38,3,36,14623,14.41,2107,30322
1838,31,2013,9261,5578.00,4216,16123,632039,284663,2.22,5045,8737,294752,3.42,10089,648162
1839,33,2013,17,1.00,18,0,2021,880,2.30,-1,32,1469,40.10,589,2021
1840,35,2013,3429,3435.00,1043,871,305756,109563,2.79,2386,5507,111257,1.52,1694,306627
1841,37,2013,602,90.00,120,70,52264,19271,2.71,482,3,31519,38.86,12248,52334
1842,39,2013,156,44.00,133,20346,636635,248935,2.56,23,238,258857,3.83,9922,23632
1843,41,2013,9086,4901.00,3940,73,23559,8578,2.75,5146,4040,9053,5.25,475,656981
1844,43,2013,335,52.00,529,8384,38057,16553,2.30,-194,-158,19439,14.85,2886,46441
1845,45,2013,822,96.00,281,849,56098,20580,2.73,541,-329,23488,12.38,2908,56947
1846,47,2013,48,8.00,21,49,5522,2519,2.19,27,87,3592,29.87,1073,5571
1847,49,2013,117,44.00,61,222,14049,6236,2.25,56,58,15675,60.22,9439,14271
1848,51,2013,149,47.00,65,1002,14589,6568,2.22,84,-55,11601,43.38,5033,15591
1849,53,2013,10,3.00,5,56,748,344,2.17,5,4,1407,75.55,1063,804
1850,55,2013,50,24.00,88,165,6305,3022,2.09,-38,-55,5165,41.49,2143,6470
1851,57,2013,6,0.00,10,2,1351,630,2.14,-4,19,1297,51.43,667,1353
1852,59,2013,5633,1082.00,4003,7903,543508,224942,2.42,1630,3727,232709,3.34,7767,551411
1853,61,2013,15,2.00,18,14,1390,620,2.24,-3,-18,816,24.02,196,1404
1854,63,2013,83,0.00,76,1056,7213,3044,2.37,7,-74,3529,13.74,485,8269
1855,65,2013,80,20.00,35,2099,51306,21812,2.35,45,-19,26452,17.54,4640,7317
1856,67,2013,495,172.00,315,141,7176,2950,2.43,180,547,4328,31.84,1378,53405
1857,69,2013,3375,1928.00,1990,8623,307661,127042,2.42,1385,4006,137431,7.56,10389,316284
1858,71,2013,147,127.00,185,786,13592,5925,2.29,-38,-553,8368,29.19,2443,14378
1859,73,2013,72,9.00,41,1014,4400,1932,2.28,31,-42,2435,20.66,503,5414
1860,75,2013,252,10.00,199,3318,18491,7911,2.34,53,-194,9020,12.29,1109,21809
1861,77,2013,1854,553.00,1378,5098,143134,58233,2.46,476,-827,64087,9.13,5854,148232
1862,79,2013,4,8.00,4,0,727,362,2.01,0,21,1226,70.47,864,727
1863,81,2013,190,11.00,91,102,12978,5179,2.51,99,-154,6230,16.87,1051,13080
1864,83,2013,293,9.00,252,237,25423,10594,2.40,41,178,12126,12.63,1532,25660
1865,85,2013,455,51.00,383,542,40132,16242,2.47,72,-89,18479,12.11,2237,40674
1866,87,2013,412,26.00,229,564,27655,10317,2.68,183,-205,11559,10.74,1242,28219
1867,89,2013,188,4.00,220,433,18072,7592,2.38,-32,-123,8976,15.42,1384,18505
1868,91,2013,32,23.00,33,0,4544,2071,2.19,-1,35,3144,34.13,1073,4544
1869,93,2013,97,32.00,73,92,16096,7167,2.25,24,112,14169,49.42,7002,16188
1870,95,2013,41,14.00,49,60,4299,1785,2.41,-8,-17,2106,15.24,321,4359
1871,97,2013,124,23.00,43,72,17318,8264,2.10,81,87,13036,36.61,4772,17390
1872,99,2013,167,4.00,118,315,11956,4822,2.48,49,-158,5956,19.04,1134,12271
1873,101,2013,1852,284.00,1622,4470,156615,63728,2.46,230,131,70247,9.28,6519,161085
1874,103,2013,81,6.00,52,277,6445,2652,2.43,29,-87,3340,20.60,688,6722
1875,105,2013,150,13.00,129,198,11498,4663,2.47,21,-190,6675,30.14,2012,11696
1876,107,2013,202,36.00,101,337,23213,9908,2.34,101,160,16413,39.63,6505,23550
1877,109,2013,73,32.00,32,18,6203,2690,2.31,41,-136,3941,31.74,1251,6221
1878,111,2013,1,6.00,5,0,700,344,2.03,-4,12,765,55.03,421,700
1879,113,2013,68,12.00,25,9,7620,3578,2.13,43,16,6702,46.61,3124,7629
1880,115,2013,27,2.00,29,35,2308,1074,2.15,-2,-25,1416,24.15,342,2343
1881,117,2013,248,139.00,53,273,28387,12038,2.36,195,252,30274,60.24,18236,28660
1882,119,2013,165,73.00,125,132,23139,9772,2.37,40,-118,12785,23.57,3013,23271
1883,121,2013,35,1.00,42,184,4581,1959,2.34,-7,56,2443,19.81,484,4765
1884,123,2013,3815,1166.00,1566,5847,264134,95485,2.77,2249,3808,99450,3.99,3965,269981
1885,125,2013,140,4.00,92,233,9924,3983,2.49,48,-10,4480,11.09,497,10157
1886,0,2014,65711,30829.00,34004,119050,5231068,2099139,2.49,31707,49925,2283663,8.08,184524,5350118
1887,1,2014,7044,1495.00,2714,4134,475643,166987,2.85,4330,5864,167154,0.10,167,479777
1888,3,2014,240,50.00,126,865,14980,6109,2.45,114,-198,6727,9.19,618,15845
1889,5,2014,7906,2750.00,3488,4505,613431,242411,2.53,4418,6413,243577,0.48,1166,617936
1890,7,2014,109,70.00,92,129,12129,5343,2.27,17,30,9011,40.71,3668,12258
1891,9,2014,37,0.00,49,82,3542,1612,2.20,-12,-43,2252,28.42,640,3624
1892,11,2014,32,0.00,49,1869,3878,1656,2.34,-17,-98,2249,26.37,593,5747
1893,13,2014,2939,1694.00,1705,10769,302421,126358,2.39,1234,1542,131196,3.69,4838,313190
1894,14,2014,699,896.00,346,282,61272,23596,2.60,353,1226,24620,4.16,1024,61554
1895,15,2014,143,111.00,168,1491,16968,7871,2.16,-25,57,10310,23.66,2439,18459
1896,17,2014,27,1.00,15,42,1805,791,2.28,12,-54,986,19.78,195,1847
1897,19,2014,80,12.00,62,71,9139,4271,2.14,18,102,5718,25.31,1447,9210
1898,21,2014,122,15.00,71,36,8210,3114,2.64,51,-34,4350,28.41,1236,8246
1899,23,2014,28,27.00,42,0,3560,1565,2.27,-14,37,2710,42.25,1145,3560
1900,25,2014,31,3.00,45,2516,3034,1263,2.40,-14,12,1568,19.45,305,5550
1901,27,2014,22,47.00,35,150,4218,1977,2.13,-13,94,4198,52.91,2221,4368
1902,29,2014,292,11.00,361,683,29305,12323,2.38,-69,-403,14687,16.10,2364,29988
1903,31,2014,9327,6117.00,4231,16158,646697,291265,2.22,5096,9562,300694,3.14,9429,662855
1904,33,2014,15,0.00,29,0,1965,856,2.30,-14,-42,1469,41.73,613,1965
1905,35,2014,3536,3883.00,1034,871,313933,112492,2.79,2502,5675,112861,0.33,369,314804
1906,37,2014,659,105.00,122,70,52691,19422,2.71,537,-110,31624,38.58,12202,52761
1907,39,2014,179,78.00,121,20440,644612,252054,2.56,58,403,261627,3.66,9573,24093
1908,41,2014,9181,5173.00,4055,73,24020,8745,2.75,5126,2851,9130,4.22,385,665052
1909,43,2014,380,53.00,542,8226,38163,16598,2.30,-162,268,19507,14.91,2909,46389
1910,45,2014,773,76.00,286,883,56377,20681,2.73,487,-208,23563,12.23,2882,57260
1911,47,2014,40,14.00,30,49,5720,2610,2.19,10,188,3606,27.62,996,5769
1912,49,2014,123,53.00,68,222,14229,6292,2.26,55,125,16421,61.68,10129,14451
1913,51,2014,136,64.00,56,991,14776,6650,2.22,80,107,11664,42.99,5014,15767
1914,53,2014,6,4.00,3,56,718,330,2.18,3,-33,1411,76.61,1081,774
1915,55,2014,41,15.00,98,165,6230,2986,2.09,-57,-18,5179,42.34,2193,6395
1916,57,2014,17,5.00,12,2,1387,647,2.14,5,31,1302,50.31,655,1389
1917,59,2014,5917,1707.00,4106,7914,550696,227944,2.42,1811,5377,234371,2.74,6427,558610
1918,61,2014,19,4.00,20,14,1380,616,2.24,-1,-9,820,24.88,204,1394
1919,63,2014,94,24.00,78,782,7257,3066,2.37,16,28,3553,13.71,487,8039
1920,65,2014,80,0.00,43,1981,51997,22107,2.35,37,8,26731,17.30,4624,7370
1921,67,2014,552,275.00,300,149,7221,2969,2.43,252,439,4328,31.40,1359,53978
1922,69,2014,3490,2447.00,1985,8938,315167,130068,2.42,1505,6001,140013,7.10,9945,324105
1923,71,2014,119,37.00,161,879,13199,5753,2.29,-42,-351,8403,31.54,2650,14078
1924,73,2014,49,8.00,47,1030,4479,1965,2.28,2,77,2442,19.53,477,5509
1925,75,2014,240,21.00,238,3490,18609,7960,2.34,2,116,9035,11.90,1075,22099
1926,77,2014,1760,818.00,1382,4760,143490,58372,2.46,378,-22,64205,9.08,5833,148250
1927,79,2014,5,11.00,4,0,696,347,2.01,1,-32,1228,71.74,881,696
1928,81,2014,176,9.00,94,102,12764,5093,2.51,82,-296,6239,18.37,1146,12866
1929,83,2014,325,6.00,267,237,25569,10655,2.40,58,88,12135,12.20,1480,25806
1930,85,2014,481,72.00,390,542,40227,16281,2.47,91,4,18541,12.19,2260,40769
1931,87,2014,431,22.00,237,564,27563,10282,2.68,194,-286,11596,11.33,1314,28127
1932,89,2014,216,6.00,261,433,17965,7547,2.38,-45,-62,8980,15.96,1433,18398
1933,91,2014,34,29.00,44,0,4582,2089,2.19,-10,48,3162,33.93,1073,4582
1934,93,2014,96,56.00,84,92,16264,7241,2.25,12,156,14224,49.09,6983,16356
1935,95,2014,65,6.00,49,60,4319,1795,2.41,16,4,2111,14.97,316,4379
1936,97,2014,132,45.00,57,72,17551,8385,2.09,75,158,13292,36.92,4907,17623
1937,99,2014,145,3.00,103,315,11708,4723,2.48,42,-290,5956,20.70,1233,12023
1938,101,2014,1921,171.00,1628,4422,157196,63960,2.46,293,288,70406,9.16,6446,161618
1939,103,2014,70,9.00,58,259,6367,2620,2.43,12,-90,3351,21.81,731,6626
1940,105,2014,149,10.00,114,198,11344,4600,2.47,35,-189,6686,31.20,2086,11542
1941,107,2014,208,59.00,105,346,23664,10100,2.34,103,348,16469,38.67,6369,24010
1942,109,2014,55,35.00,46,18,6153,2669,2.31,9,-59,3975,32.86,1306,6171
1943,111,2014,7,0.00,3,0,719,354,2.03,4,15,765,53.73,411,719
1944,113,2014,69,11.00,26,9,7742,3636,2.13,43,79,6714,45.84,3078,7751
1945,115,2014,26,3.00,32,35,2296,1068,2.15,-6,-6,1419,24.74,351,2331
1946,117,2014,271,276.00,68,273,28940,12264,2.36,203,350,30417,59.68,18153,29213
1947,119,2014,195,55.00,174,132,23270,9804,2.37,21,110,12942,24.25,3138,23402
1948,121,2014,47,2.00,51,184,4588,1962,2.34,-4,11,2445,19.75,483,4772
1949,123,2014,3961,1765.00,1616,4761,271084,97976,2.77,2345,4605,100851,2.85,2875,275845
1950,125,2014,142,5.00,78,229,9949,3993,2.49,64,-39,4487,11.01,494,10178
1951,0,2015,66339,28214.00,36213,120981,5327074,2134143,2.50,30126,65880,2312310,7.71,178168,5448055
1952,1,2015,7361,1251.00,2957,4129,485794,168657,2.88,4404,5747,168657,0.00,0,489923
1953,3,2015,215,56.00,128,865,15103,6160,2.45,87,36,6781,9.16,621,15968
1954,5,2015,8130,1458.00,3744,4308,624758,245869,2.54,4386,6941,245869,0.00,0,629066
1955,7,2015,118,75.00,104,129,12288,5414,2.27,14,145,9090,40.44,3676,12417
1956,9,2015,32,0.00,56,82,3512,1598,2.20,-24,-6,2252,29.04,654,3594
1957,11,2015,42,0.00,55,1907,3940,1682,2.34,-13,75,2249,25.21,567,5847
1958,13,2015,2857,1532.00,1787,11125,307445,128444,2.39,1070,3954,132483,3.05,4040,318570
1959,14,2015,671,820.00,358,282,64374,24790,2.60,313,2789,25975,4.56,1185,64656
1960,15,2015,138,147.00,203,1443,17160,7962,2.16,-65,257,10442,23.75,2480,18603
1961,17,2015,29,7.00,19,42,1788,782,2.29,10,-27,992,21.17,210,1830
1962,19,2015,62,11.00,60,97,9295,4344,2.14,2,154,5726,24.14,1382,9392
1963,21,2015,116,13.00,93,36,8038,3048,2.64,23,-195,4365,30.17,1317,8074
1964,23,2015,29,30.00,34,0,3572,1572,2.27,-5,17,2740,42.63,1168,3572
1965,25,2015,42,7.00,34,2580,2989,1243,2.40,8,-53,1575,21.08,332,5569
1966,27,2015,26,43.00,34,150,4307,2019,2.13,-8,97,4240,52.38,2221,4457
1967,29,2015,271,47.00,380,692,29281,12314,2.38,-109,85,14683,16.13,2369,29973
1968,31,2015,9365,5958.00,4316,16517,664141,299122,2.22,5049,12395,306478,2.40,7356,680658
1969,33,2015,19,9.00,13,0,1972,859,2.30,6,1,1476,41.80,617,1972
1970,35,2015,3376,3245.00,1253,871,321327,114977,2.79,2123,5271,114977,0.00,0,322198
1971,37,2015,642,243.00,110,70,53250,19633,2.71,532,27,31870,38.40,12237,53320
1972,39,2015,208,115.00,137,20560,655618,256339,2.56,71,476,264673,3.15,8334,24640
1973,41,2015,9435,3106.00,4149,73,24567,8944,2.75,5286,5720,9242,3.22,298,676178
1974,43,2015,381,55.00,544,8177,38482,16738,2.30,-163,482,19566,14.45,2828,46659
1975,45,2015,767,83.00,340,875,56904,20873,2.73,427,100,23641,11.71,2768,57779
1976,47,2015,39,13.00,34,49,5775,2635,2.19,5,50,3619,27.19,984,5824
1977,49,2015,113,81.00,75,222,14380,6360,2.26,38,113,16518,61.50,10158,14602
1978,51,2015,138,58.00,77,989,15108,6800,2.22,61,271,11722,41.99,4922,16097
1979,53,2015,7,4.00,6,56,711,327,2.17,1,-8,1415,76.89,1088,767
1980,55,2015,55,14.00,103,165,6291,3015,2.09,-48,109,5198,42.00,2183,6456
1981,57,2015,12,0.00,10,2,1351,630,2.14,2,-38,1303,51.65,673,1353
1982,59,2015,5838,2535.00,4398,7932,556687,230469,2.42,1440,4551,237093,2.79,6624,564619
1983,61,2015,14,0.00,22,14,1382,617,2.24,-8,10,819,24.66,202,1396
1984,63,2015,116,2.00,77,1009,7210,3046,2.37,39,-86,3555,14.32,509,8219
1985,65,2015,86,0.00,42,2028,52829,22464,2.35,44,72,27048,16.95,4584,7502
1986,67,2015,579,278.00,346,165,7337,3016,2.43,233,599,4328,30.31,1312,54857
1987,69,2015,3448,2581.00,2246,9373,323457,133417,2.42,1202,7088,142711,6.51,9294,332830
1988,71,2015,125,5.00,178,884,13177,5744,2.29,-53,31,8402,31.64,2658,14061
1989,73,2015,69,2.00,66,1020,4529,1986,2.28,3,47,2444,18.74,458,5549
1990,75,2015,219,20.00,186,3438,18684,7992,2.34,33,42,9048,11.67,1056,22122
1991,77,2015,1826,629.00,1492,5100,143923,58602,2.46,334,99,65137,10.03,6535,149023
1992,79,2015,6,6.00,7,0,729,364,2.00,-1,34,1231,70.43,867,729
1993,81,2015,193,9.00,94,102,12782,5101,2.51,99,-81,6248,18.36,1147,12884
1994,83,2015,329,54.00,246,237,25892,10790,2.40,83,240,12196,11.53,1406,26129
1995,85,2015,454,89.00,457,542,40253,16292,2.47,-3,29,18627,12.54,2335,40795
1996,87,2015,454,32.00,262,564,27666,10320,2.68,192,-89,11644,11.37,1324,28230
1997,89,2015,193,2.00,241,433,17832,7492,2.38,-48,-85,8982,16.59,1490,18265
1998,91,2015,21,33.00,29,0,4647,2118,2.19,-8,73,3184,33.48,1066,4647
1999,93,2015,115,88.00,90,92,16624,7402,2.25,25,335,14311,48.28,6909,16716
2000,95,2015,57,9.00,55,60,4247,1764,2.41,2,-74,2120,16.79,356,4307
2001,97,2015,127,98.00,54,72,17773,8500,2.09,73,149,13512,37.09,5012,17845
