"id","countyfips","year","births","censusbuildingpermits","deaths","groupquarterspopulation","householdpopulation","households","householdsize","naturalincrease","netmigration","totalhousingunits","vacancyrate","vacanthousingunits","totalpopulation"
2002,99,2015,165,4.00,127,315,11590,4674,2.48,38,-156,5950,21.45,1276,11905
2003,101,2015,1874,108.00,1737,4407,158789,64611,2.46,137,1456,70509,8.36,5898,163196
2004,103,2015,83,9.00,53,259,6270,2580,2.43,30,-127,3356,23.12,776,6529
2005,105,2015,127,11.00,130,198,11215,4548,2.47,-3,-126,6698,32.10,2150,11413
2006,107,2015,214,130.00,100,333,23977,10234,2.34,114,199,16593,38.32,6359,24310
2007,109,2015,78,32.00,60,18,6201,2692,2.30,18,30,4007,32.82,1315,6219
2008,111,2015,6,0.00,6,0,696,342,2.04,0,-23,765,55.29,423,696
2009,113,2015,68,83.00,22,9,7834,3677,2.13,46,46,6794,45.88,3117,7843
2010,115,2015,24,1.00,54,35,2354,1095,2.15,-30,88,1420,22.89,325,2389
2011,117,2015,271,211.00,68,273,29655,12568,2.36,203,512,30589,58.91,18021,29928
2012,119,2015,192,157.00,181,132,23299,9580,2.43,11,18,13004,26.33,3424,23431
2013,121,2015,47,5.00,50,184,4650,1988,2.34,-3,65,2450,18.86,462,4834
2014,123,2015,4083,2500.00,1727,5031,279540,100966,2.77,2356,6100,103219,2.18,2253,284571
2015,125,2015,142,10.00,97,229,9823,3942,2.49,45,-171,4499,12.38,557,10052
2016,0,2016,66559,31871.00,36502,120311,5417869,2168940,2.50,30057,60738,2341918,7.39,172978,5538180
2017,1,2016,7168,2155.00,2925,4184,493489,170132,2.90,4243,3452,170132,0.00,0,497673
2018,3,2016,200,26.00,140,865,15266,6228,2.45,60,103,6853,9.12,625,16131
2019,5,2016,8096,2709.00,3908,4255,632999,248692,2.55,4188,4053,248692,0.00,0,637254
2020,7,2016,117,113.00,89,129,12778,5629,2.27,28,462,9199,38.81,3570,12907
2021,9,2016,38,0.00,62,82,3475,1579,2.20,-24,-13,2252,29.88,673,3557
2022,11,2016,34,2.00,61,1735,3891,1661,2.34,-27,-22,2251,26.21,590,5626
2023,13,2016,2841,1436.00,1803,11053,310936,129842,2.39,1038,2453,133692,2.88,3850,321989
2024,14,2016,734,447.00,375,282,65970,25405,2.60,359,1237,26324,3.49,919,66252
2025,15,2016,134,121.00,180,1501,17596,8170,2.15,-46,482,10664,23.39,2494,19097
2026,17,2016,26,6.00,20,42,1811,792,2.29,6,17,997,20.56,205,1853
2027,19,2016,74,18.00,59,99,9344,4367,2.14,15,34,5740,23.92,1373,9443
2028,21,2016,96,21.00,88,36,8003,3034,2.64,8,-43,4388,30.86,1354,8039
2029,23,2016,30,35.00,46,0,3707,1631,2.27,-16,151,2777,41.27,1146,3707
2030,25,2016,27,5.00,54,2208,3006,1250,2.40,-27,44,1580,20.89,330,5214
2031,27,2016,18,43.00,52,150,4467,2093,2.13,-34,194,4283,51.13,2190,4617
2032,29,2016,281,7.00,355,708,29763,12517,2.38,-74,556,14679,14.73,2162,30471
2033,31,2016,9420,7901.00,4404,16418,676874,304857,2.22,5016,7717,314631,3.11,9774,693292
2034,33,2016,15,0.00,13,0,2035,886,2.30,2,61,1476,39.97,590,2035
2035,35,2016,3494,2890.00,1325,871,327459,117339,2.79,2169,3963,117683,0.29,344,328330
2036,37,2016,664,183.00,119,70,53858,19853,2.71,545,63,32043,38.04,12190,53928
2037,39,2016,201,149.00,124,20681,669526,261764,2.56,77,452,267737,2.23,5973,25169
2038,41,2016,9472,3580.00,4296,73,25096,9136,2.75,5176,8732,9389,2.69,253,690207
2039,43,2016,379,54.00,537,8306,39181,17041,2.30,-158,857,19625,13.17,2584,47487
2040,45,2016,839,138.00,332,884,58100,21310,2.73,507,689,23772,10.36,2462,58984
2041,47,2016,42,16.00,30,49,5877,2682,2.19,12,90,3640,26.32,958,5926
2042,49,2016,127,128.00,63,222,14817,6552,2.26,64,373,16670,60.70,10118,15039
2043,51,2016,158,98.00,77,1019,15375,6920,2.22,81,186,11819,41.45,4899,16394
2044,53,2016,2,6.00,5,56,719,330,2.18,-3,11,1421,76.78,1091,775
2045,55,2016,44,32.00,108,165,6477,3103,2.09,-64,250,5227,40.64,2124,6642
2046,57,2016,12,4.00,12,2,1349,629,2.14,0,-2,1307,51.87,678,1351
2047,59,2016,5904,1914.00,4292,8048,563663,233361,2.42,1612,5364,238917,2.33,5556,571711
2048,61,2016,20,0.00,20,14,1333,596,2.24,0,-49,819,27.23,223,1347
2049,63,2016,94,0.00,79,490,7149,3021,2.37,15,-76,3555,15.02,534,7639
2050,65,2016,64,39.00,44,1977,53720,22851,2.35,20,82,27404,16.61,4553,7595
2051,67,2016,571,336.00,337,156,7439,3057,2.43,234,657,4350,29.72,1293,55697
2052,69,2016,3464,2526.00,2165,9323,329340,135762,2.43,1299,4584,144976,6.36,9214,338663
2053,71,2016,130,3.00,184,883,13199,5752,2.29,-54,76,8405,31.56,2653,14082
2054,73,2016,52,15.00,58,957,4597,2018,2.28,-6,74,2459,17.93,441,5554
2055,75,2016,223,27.00,255,3447,18600,7955,2.34,-32,-52,9070,12.29,1115,22047
2056,77,2016,1709,486.00,1462,5332,145399,59207,2.46,247,1229,65601,9.75,6394,150731
2057,79,2016,8,12.00,5,0,737,368,2.00,3,5,1234,70.18,866,737
2058,81,2016,181,7.00,90,102,12986,5182,2.51,91,113,6255,17.15,1073,13088
2059,83,2016,297,23.00,257,237,26669,11115,2.40,40,737,12225,9.08,1110,26906
2060,85,2016,423,124.00,429,542,40879,16544,2.47,-6,632,18745,11.74,2201,41421
2061,87,2016,428,78.00,281,564,27584,10291,2.68,147,-229,11645,11.63,1354,28148
2062,89,2016,228,4.00,250,433,17857,7500,2.38,-22,47,8986,16.54,1486,18290
2063,91,2016,34,35.00,32,0,4844,2208,2.19,2,195,3215,31.32,1007,4844
2064,93,2016,118,123.00,97,92,17193,7655,2.25,21,548,14432,46.96,6777,17285
2065,95,2016,68,9.00,45,60,4225,1755,2.41,23,-45,2127,17.49,372,4285
2066,97,2016,146,108.00,64,72,17701,8468,2.09,82,-154,13670,38.05,5202,17773
2067,99,2016,185,6.00,149,315,11526,4648,2.48,36,-100,5945,21.82,1297,11841
2068,101,2016,1850,282.00,1706,4406,160703,65397,2.46,144,1770,70701,7.50,5304,165109
2069,103,2016,75,11.00,61,259,6238,2568,2.43,14,-46,3414,24.78,846,6497
2070,105,2016,137,14.00,126,198,11226,4552,2.47,11,0,6712,32.18,2160,11424
2071,107,2016,246,102.00,104,343,24336,10388,2.34,142,217,16689,37.76,6301,24679
2072,109,2016,77,29.00,48,18,6386,2774,2.30,29,156,4036,31.27,1262,6404
2073,111,2016,5,6.00,3,0,698,343,2.03,2,0,771,55.51,428,698
2074,113,2016,68,32.00,27,9,7991,3751,2.13,41,116,6826,45.05,3075,8000
2075,115,2016,29,0.00,35,35,2386,1113,2.14,-6,38,1420,21.62,307,2421
2076,117,2016,295,195.00,64,273,30094,12753,2.36,231,208,30608,58.33,17855,30367
2077,119,2016,191,85.00,171,132,24022,10121,2.37,20,703,13088,22.67,2967,24154
2078,121,2016,57,5.00,66,184,4691,2006,2.34,-9,50,2455,18.29,449,4875
2079,123,2016,4254,2911.00,1734,5031,289366,104485,2.77,2520,7306,105720,1.17,1235,294397
2080,125,2016,145,1.00,100,234,9848,3951,2.49,45,-20,4500,12.20,549,10082
