"id","area_code","area_name","gender","age_group","population_year","laborforce","cni_pop_16pl"
1,0,"Colorado","Female","16 to 19",2010,57953.35,129664
2,0,"Colorado","Male","16 to 19",2010,65588.05,136483.67
3,0,"Colorado","Female","20 to 24",2010,119625.21,162890
4,0,"Colorado","Male","20 to 24",2010,137450.29,166345.07
5,0,"Colorado","Female","25 to 34",2010,284488.51,344459
6,0,"Colorado","Male","25 to 34",2010,337119.58,356052.74
7,0,"Colorado","Female","35 to 44",2010,266411.1,336796
8,0,"Colorado","Male","35 to 44",2010,330470.03,348315
9,0,"Colorado","Female","45 to 54",2010,295230.91,371783
10,0,"Colorado","Male","45 to 54",2010,338596.2,365881
11,0,"Colorado","Female","55 to 64",2010,199701.19,306999
12,0,"Colorado","Male","55 to 64",2010,225158.04,296920
13,0,"Colorado","Female","65 and over",2010,44675.1,297766.17
14,0,"Colorado","Male","65 and over",2010,59915.11,241706.29
15,0,"Colorado","Female","16 to 19",2011,58256.35,134323.41
16,0,"Colorado","Male","16 to 19",2011,66407.82,141829.86
17,0,"Colorado","Female","20 to 24",2011,115525.87,158994.23
18,0,"Colorado","Male","20 to 24",2011,133437.28,163052.98
19,0,"Colorado","Female","25 to 34",2011,289480.73,350914.62
20,0,"Colorado","Male","25 to 34",2011,341056.98,361787.57
21,0,"Colorado","Female","35 to 44",2011,266842.08,338296.84
22,0,"Colorado","Male","35 to 44",2011,332445.57,350436.17
23,0,"Colorado","Female","45 to 54",2011,293687.71,369376.37
24,0,"Colorado","Male","45 to 54",2011,336618.28,363711.03
25,0,"Colorado","Female","55 to 64",2011,209974.62,319515.68
26,0,"Colorado","Male","55 to 64",2011,234079.6,308127.49
27,0,"Colorado","Female","65 and over",2011,48154.49,309494.52
28,0,"Colorado","Male","65 and over",2011,64389,253712.15
29,0,"Colorado","Female","16 to 19",2012,57811.43,137778.81
30,0,"Colorado","Male","16 to 19",2012,65871.94,144522.17
31,0,"Colorado","Female","20 to 24",2012,114288.48,157825.21
32,0,"Colorado","Male","20 to 24",2012,133254.11,163501.85
33,0,"Colorado","Female","25 to 34",2012,293603.72,355995.26
34,0,"Colorado","Male","25 to 34",2012,344528.62,366313.77
35,0,"Colorado","Female","35 to 44",2012,269045.88,341562.48
36,0,"Colorado","Male","35 to 44",2012,335433.91,353621.59
37,0,"Colorado","Female","45 to 54",2012,290060.09,365313.05
38,0,"Colorado","Male","45 to 54",2012,332944.68,360149.35
39,0,"Colorado","Female","55 to 64",2012,217546.71,326666.21
40,0,"Colorado","Male","55 to 64",2012,239833.7,314244.43
41,0,"Colorado","Female","65 and over",2012,53229.68,325934.83
42,0,"Colorado","Male","65 and over",2012,70762.45,270162.56
43,0,"Colorado","Female","16 to 19",2013,56137.44,138152.31
44,0,"Colorado","Male","16 to 19",2013,64533.39,144664.96
45,0,"Colorado","Female","20 to 24",2013,116778.88,161945.06
46,0,"Colorado","Male","20 to 24",2013,137673.38,169570.69
47,0,"Colorado","Female","25 to 34",2013,296548.5,359713.54
48,0,"Colorado","Male","25 to 34",2013,345487.26,368584.55
49,0,"Colorado","Female","35 to 44",2013,272083.86,345902.55
50,0,"Colorado","Male","35 to 44",2013,339077.4,357503.76
51,0,"Colorado","Female","45 to 54",2013,287435.19,362027.92
52,0,"Colorado","Male","45 to 54",2013,329787.25,357561.27
53,0,"Colorado","Female","55 to 64",2013,225072.03,334098.04
54,0,"Colorado","Male","55 to 64",2013,245529.65,320667.59
55,0,"Colorado","Female","65 and over",2013,58557.15,342355.78
56,0,"Colorado","Male","65 and over",2013,77025.8,286446.21
57,0,"Colorado","Female","16 to 19",2014,54772.67,139326.48
58,0,"Colorado","Male","16 to 19",2014,63355.42,145198.6
59,0,"Colorado","Female","20 to 24",2014,120743.35,168376.72
60,0,"Colorado","Male","20 to 24",2014,144149.26,178426.66
61,0,"Colorado","Female","25 to 34",2014,297308.6,361298.62
62,0,"Colorado","Male","25 to 34",2014,343947.08,368215.9
63,0,"Colorado","Female","35 to 44",2014,274304.16,349701.55
64,0,"Colorado","Male","35 to 44",2014,342398.53,361039.26
65,0,"Colorado","Female","45 to 54",2014,286161.63,360450.21
66,0,"Colorado","Male","45 to 54",2014,328814.5,356907.47
67,0,"Colorado","Female","55 to 64",2014,233129.29,342139.08
68,0,"Colorado","Male","55 to 64",2014,251502.17,327899.92
69,0,"Colorado","Female","65 and over",2014,63722.09,358611.63
70,0,"Colorado","Male","65 and over",2014,82946.5,301891.35
71,0,"Colorado","Female","16 to 19",2015,53502.29,141377.45
72,0,"Colorado","Male","16 to 19",2015,62253.12,146427.29
73,0,"Colorado","Female","20 to 24",2015,123734.41,174038.12
74,0,"Colorado","Male","20 to 24",2015,148827.14,185508.5
75,0,"Colorado","Female","25 to 34",2015,297184.65,361337.75
76,0,"Colorado","Male","25 to 34",2015,341638.78,367003.46
77,0,"Colorado","Female","35 to 44",2015,277402.77,354178.95
78,0,"Colorado","Male","35 to 44",2015,346570.38,365485.22
79,0,"Colorado","Female","45 to 54",2015,285275.53,359370.49
80,0,"Colorado","Male","45 to 54",2015,328802.63,357306.06
81,0,"Colorado","Female","55 to 64",2015,241317.02,350207.78
82,0,"Colorado","Male","55 to 64",2015,257945.2,335254.24
83,0,"Colorado","Female","65 and over",2015,69250.26,375636.11
84,0,"Colorado","Male","65 and over",2015,89517.42,317710.84
85,0,"Colorado","Female","16 to 19",2016,52914.45,144865.67
86,0,"Colorado","Male","16 to 19",2016,61922.47,149578.46
87,0,"Colorado","Female","20 to 24",2016,126509.11,179525.73
88,0,"Colorado","Male","20 to 24",2016,152655.61,191438.03
89,0,"Colorado","Female","25 to 34",2016,297645.4,362111.53
90,0,"Colorado","Male","25 to 34",2016,340820.67,367365.93
91,0,"Colorado","Female","35 to 44",2016,281175.41,359519.02
92,0,"Colorado","Male","35 to 44",2016,351006.75,370219.2
93,0,"Colorado","Female","45 to 54",2016,284633.91,358598.54
94,0,"Colorado","Male","45 to 54",2016,330319.16,358970.74
95,0,"Colorado","Female","55 to 64",2016,248708.49,357507.28
96,0,"Colorado","Male","55 to 64",2016,262522.49,341114.9
97,0,"Colorado","Female","65 and over",2016,75076.49,393072.76
98,0,"Colorado","Male","65 and over",2016,95917.27,333476.66
99,0,"Colorado","Female","16 to 19",2017,52172.48,148656.56
100,0,"Colorado","Male","16 to 19",2017,61642.86,153001.31
101,0,"Colorado","Female","20 to 24",2017,128728.51,184225.11
102,0,"Colorado","Male","20 to 24",2017,154733.78,195369.2
103,0,"Colorado","Female","25 to 34",2017,298484.55,363895.94
104,0,"Colorado","Male","25 to 34",2017,342395.06,370326.34
105,0,"Colorado","Female","35 to 44",2017,287077.24,367597.22
106,0,"Colorado","Male","35 to 44",2017,357477.72,377500.5
107,0,"Colorado","Female","45 to 54",2017,283557.03,357285.4
108,0,"Colorado","Male","45 to 54",2017,330300.17,359371.77
109,0,"Colorado","Female","55 to 64",2017,254771.05,362778.25
110,0,"Colorado","Male","55 to 64",2017,266285.11,345485.42
111,0,"Colorado","Female","65 and over",2017,80435.14,411542.17
112,0,"Colorado","Male","65 and over",2017,101933.45,349924.11
113,0,"Colorado","Female","16 to 19",2018,51457.38,151664.84
114,0,"Colorado","Male","16 to 19",2018,61734.36,156461.16
115,0,"Colorado","Female","20 to 24",2018,128718.95,185987.25
116,0,"Colorado","Male","20 to 24",2018,154608.51,196647.02
117,0,"Colorado","Female","25 to 34",2018,302595.68,369242.09
118,0,"Colorado","Male","25 to 34",2018,347068.38,376229.78
119,0,"Colorado","Female","35 to 44",2018,294169.72,377217.88
120,0,"Colorado","Male","35 to 44",2018,366166.15,386712.96
121,0,"Colorado","Female","45 to 54",2018,282169.41,355604.1
122,0,"Colorado","Male","45 to 54",2018,329626.12,359041.15
123,0,"Colorado","Female","55 to 64",2018,259321.51,366369.96
124,0,"Colorado","Male","55 to 64",2018,269096.54,348630.96
125,0,"Colorado","Female","65 and over",2018,86134.11,430878.67
126,0,"Colorado","Male","65 and over",2018,108148.73,366616.5
127,0,"Colorado","Female","16 to 19",2019,51138.31,154817.94
128,0,"Colorado","Male","16 to 19",2019,62166.15,159798.96
129,0,"Colorado","Female","20 to 24",2019,128993.26,188533.25
130,0,"Colorado","Male","20 to 24",2019,155025.38,198672.47
131,0,"Colorado","Female","25 to 34",2019,306392.61,374726.06
132,0,"Colorado","Male","25 to 34",2019,351728.6,382571.63
133,0,"Colorado","Female","35 to 44",2019,301479.61,387142.23
134,0,"Colorado","Male","35 to 44",2019,374392.73,395426.3
135,0,"Colorado","Female","45 to 54",2019,281448.51,354748.94
136,0,"Colorado","Male","45 to 54",2019,330203,359662.71
137,0,"Colorado","Female","55 to 64",2019,263154.04,368350.02
138,0,"Colorado","Male","55 to 64",2019,270947.41,350981.61
139,0,"Colorado","Female","65 and over",2019,92568.76,450592.68
140,0,"Colorado","Male","65 and over",2019,114421.19,383174.36
141,0,"Colorado","Female","16 to 19",2020,50246.09,157029.77
142,0,"Colorado","Male","16 to 19",2020,62178.07,162108.98
143,0,"Colorado","Female","20 to 24",2020,130064.38,192625.07
144,0,"Colorado","Male","20 to 24",2020,156559.43,202142.75
145,0,"Colorado","Female","25 to 34",2020,309590.46,379469.57
146,0,"Colorado","Male","25 to 34",2020,356286.93,388382.97
147,0,"Colorado","Female","35 to 44",2020,308672.73,396957.74
148,0,"Colorado","Male","35 to 44",2020,382053.99,403976.39
149,0,"Colorado","Female","45 to 54",2020,282542.46,356164.76
150,0,"Colorado","Male","45 to 54",2020,332207.92,362262.48
151,0,"Colorado","Female","55 to 64",2020,265822.56,368676.17
152,0,"Colorado","Male","55 to 64",2020,271635.74,351835.83
153,0,"Colorado","Female","65 and over",2020,98806.38,470775.56
154,0,"Colorado","Male","65 and over",2020,120894.61,399994.09
155,0,"Colorado","Female","16 to 19",2021,50702.49,158795.83
156,0,"Colorado","Male","16 to 19",2021,62909.29,164177.39
157,0,"Colorado","Female","20 to 24",2021,132822.92,196948.15
158,0,"Colorado","Male","20 to 24",2021,159478.89,206008.29
159,0,"Colorado","Female","25 to 34",2021,312928.71,384098.01
160,0,"Colorado","Male","25 to 34",2021,361403.62,394093.11
161,0,"Colorado","Female","35 to 44",2021,316638.28,407187.82
162,0,"Colorado","Male","35 to 44",2021,390864.94,413370.38
163,0,"Colorado","Female","45 to 54",2021,284998.49,359401.12
164,0,"Colorado","Male","45 to 54",2021,335830.53,366179.76
165,0,"Colorado","Female","55 to 64",2021,264031.53,366716.67
166,0,"Colorado","Male","55 to 64",2021,270255.21,350069.34
167,0,"Colorado","Female","65 and over",2021,102359.28,491063.82
168,0,"Colorado","Male","65 and over",2021,125348.71,416703.67
169,0,"Colorado","Female","16 to 19",2022,51270.82,160922.77
170,0,"Colorado","Male","16 to 19",2022,63703.32,166388.09
171,0,"Colorado","Female","20 to 24",2022,135105.26,200540.72
172,0,"Colorado","Male","20 to 24",2022,162277.56,209739.38
173,0,"Colorado","Female","25 to 34",2022,317057.48,389678.69
174,0,"Colorado","Male","25 to 34",2022,367208.47,400566.03
175,0,"Colorado","Female","35 to 44",2022,323016.74,415365.5
176,0,"Colorado","Male","35 to 44",2022,397986.8,420957.38
177,0,"Colorado","Female","45 to 54",2022,288722.52,364244
178,0,"Colorado","Male","45 to 54",2022,340306.58,371030.57
179,0,"Colorado","Female","55 to 64",2022,261507.93,363740.26
180,0,"Colorado","Male","55 to 64",2022,268303.62,347570.03
181,0,"Colorado","Female","65 and over",2022,105880.31,511492.31
182,0,"Colorado","Male","65 and over",2022,129823.52,433652.96
183,0,"Colorado","Female","16 to 19",2023,51674.52,162544.47
184,0,"Colorado","Male","16 to 19",2023,64422.87,168379.08
185,0,"Colorado","Female","20 to 24",2023,137586.88,204407.32
186,0,"Colorado","Male","20 to 24",2023,165400.52,213852.71
187,0,"Colorado","Female","25 to 34",2023,322473.64,396778.86
188,0,"Colorado","Male","25 to 34",2023,374967.77,409182.01
189,0,"Colorado","Female","35 to 44",2023,327630.53,421277.1
190,0,"Colorado","Male","35 to 44",2023,402184.75,425438.7
191,0,"Colorado","Female","45 to 54",2023,292862.99,369620.14
192,0,"Colorado","Male","45 to 54",2023,344924.69,376037.02
193,0,"Colorado","Female","55 to 64",2023,259383.56,361296.93
194,0,"Colorado","Male","55 to 64",2023,266949.1,345832.79
195,0,"Colorado","Female","65 and over",2023,109298.2,531701.17
196,0,"Colorado","Male","65 and over",2023,134192.44,450424.42
197,0,"Colorado","Female","16 to 19",2024,51791.07,163282.48
198,0,"Colorado","Male","16 to 19",2024,64814.26,169523.02
199,0,"Colorado","Female","20 to 24",2024,139900.03,207998.74
200,0,"Colorado","Male","20 to 24",2024,168306.39,217656.42
201,0,"Colorado","Female","25 to 34",2024,329933.63,406409.96
202,0,"Colorado","Male","25 to 34",2024,385319.39,420622.56
203,0,"Colorado","Female","35 to 44",2024,330023.43,424334.59
204,0,"Colorado","Male","35 to 44",2024,403260.29,426663.18
205,0,"Colorado","Female","45 to 54",2024,296266.46,374081.84
206,0,"Colorado","Male","45 to 54",2024,348934.2,380385.89
207,0,"Colorado","Female","55 to 64",2024,258321.62,360330.01
208,0,"Colorado","Male","55 to 64",2024,266925.11,345808.27
209,0,"Colorado","Female","65 and over",2024,112649.41,551890.8
210,0,"Colorado","Male","65 and over",2024,138395.17,466827.31
211,0,"Colorado","Female","16 to 19",2025,51755.92,163513.61
212,0,"Colorado","Male","16 to 19",2025,64971,170041.52
213,0,"Colorado","Female","20 to 24",2025,141211.51,210150.94
214,0,"Colorado","Male","20 to 24",2025,169961.25,219909.21
215,0,"Colorado","Female","25 to 34",2025,337781.93,416542.57
216,0,"Colorado","Male","25 to 34",2025,395185.59,431545.33
217,0,"Colorado","Female","35 to 44",2025,331226.97,425875.22
218,0,"Colorado","Male","35 to 44",2025,403575.97,427057.58
219,0,"Colorado","Female","45 to 54",2025,300114.34,379104.58
220,0,"Colorado","Male","45 to 54",2025,353567.23,385426.13
221,0,"Colorado","Female","55 to 64",2025,257612.86,359859.2
222,0,"Colorado","Male","55 to 64",2025,267729.02,346852.79
223,0,"Colorado","Female","65 and over",2025,116049.75,572622.93
224,0,"Colorado","Male","65 and over",2025,142686.46,483714.26
225,0,"Colorado","Female","16 to 19",2026,51511.26,163101.25
226,0,"Colorado","Male","16 to 19",2026,64758.91,169571.77
227,0,"Colorado","Female","20 to 24",2026,142251.7,211881.33
228,0,"Colorado","Male","20 to 24",2026,171627.94,222178.46
229,0,"Colorado","Female","25 to 34",2026,345278.24,426240.8
230,0,"Colorado","Male","25 to 34",2026,403903.47,441241.64
231,0,"Colorado","Female","35 to 44",2026,332571.8,427616.93
232,0,"Colorado","Male","35 to 44",2026,404835.67,428439.3
233,0,"Colorado","Female","45 to 54",2026,304325.75,384601.71
234,0,"Colorado","Male","45 to 54",2026,358117.37,390385.57
235,0,"Colorado","Female","55 to 64",2026,256988.79,359529.18
236,0,"Colorado","Male","55 to 64",2026,269293.62,348905.95
237,0,"Colorado","Female","65 and over",2026,119166.64,592266.81
238,0,"Colorado","Male","65 and over",2026,146508.23,499208.86
239,0,"Colorado","Female","16 to 19",2027,51206.78,162530.63
240,0,"Colorado","Male","16 to 19",2027,64377.88,168698.09
241,0,"Colorado","Female","20 to 24",2027,143632.92,214147.44
242,0,"Colorado","Male","20 to 24",2027,173446.09,224626.91
243,0,"Colorado","Female","25 to 34",2027,351339.56,434140.88
244,0,"Colorado","Male","25 to 34",2027,410414.2,448534.68
245,0,"Colorado","Female","35 to 44",2027,334306.9,429808.91
246,0,"Colorado","Male","35 to 44",2027,407987.72,431825.97
247,0,"Colorado","Female","45 to 54",2027,310375.61,392419.01
248,0,"Colorado","Male","45 to 54",2027,364584.81,397425.57
249,0,"Colorado","Female","55 to 64",2027,255855.01,358492.19
250,0,"Colorado","Male","55 to 64",2027,269813.32,349599.48
251,0,"Colorado","Female","65 and over",2027,121948.89,610542.86
252,0,"Colorado","Male","65 and over",2027,149972.94,513674.02
253,0,"Colorado","Female","16 to 19",2028,51443.94,163588.32
254,0,"Colorado","Male","16 to 19",2028,64592.83,169427.1
255,0,"Colorado","Female","20 to 24",2028,144134.88,215126.71
256,0,"Colorado","Male","20 to 24",2028,174463.56,226048.89
257,0,"Colorado","Female","25 to 34",2028,355075.8,439130.17
258,0,"Colorado","Male","25 to 34",2028,414630.67,453327.58
259,0,"Colorado","Female","35 to 44",2028,338520.81,435176.66
260,0,"Colorado","Male","35 to 44",2028,413527.59,437724.73
261,0,"Colorado","Female","45 to 54",2028,317428,401496.46
262,0,"Colorado","Male","45 to 54",2028,372563.88,406109.58
263,0,"Colorado","Female","55 to 64",2028,254358.85,356972.79
264,0,"Colorado","Male","55 to 64",2028,269731.33,349482.5
265,0,"Colorado","Female","65 and over",2028,124477.56,627810.16
266,0,"Colorado","Male","65 and over",2028,153127.47,527171.48
267,0,"Colorado","Female","16 to 19",2029,51961.47,165516.48
268,0,"Colorado","Male","16 to 19",2029,65189.46,171137.86
269,0,"Colorado","Female","20 to 24",2029,144007.41,215180.37
270,0,"Colorado","Male","20 to 24",2029,174649.52,226405.46
271,0,"Colorado","Female","25 to 34",2029,359018.92,444366.6
272,0,"Colorado","Male","25 to 34",2029,419003.8,458298.47
273,0,"Colorado","Female","35 to 44",2029,342653.5,440461.21
274,0,"Colorado","Male","35 to 44",2029,419208.2,443777.34
275,0,"Colorado","Female","45 to 54",2029,324591.06,410707.72
276,0,"Colorado","Male","45 to 54",2029,379999.26,414194.02
277,0,"Colorado","Female","55 to 64",2029,253364.6,356153.42
278,0,"Colorado","Male","55 to 64",2029,270263.24,350198.98
279,0,"Colorado","Female","65 and over",2029,126668.29,643627.48
280,0,"Colorado","Male","65 and over",2029,155958.42,539633.28
281,0,"Colorado","Female","16 to 19",2030,52777.42,168357.7
282,0,"Colorado","Male","16 to 19",2030,66181.14,173897.22
283,0,"Colorado","Female","20 to 24",2030,143583.69,214785.56
284,0,"Colorado","Male","20 to 24",2030,174420.69,226210.03
285,0,"Colorado","Female","25 to 34",2030,362945.23,449590.96
286,0,"Colorado","Male","25 to 34",2030,423159.63,463044.06
287,0,"Colorado","Female","35 to 44",2030,346028.15,444766.88
288,0,"Colorado","Male","35 to 44",2030,424180.68,449079.96
289,0,"Colorado","Female","45 to 54",2030,331582.08,419695.59
290,0,"Colorado","Male","45 to 54",2030,387174.89,422002.37
291,0,"Colorado","Female","55 to 64",2030,253843.53,357402.61
292,0,"Colorado","Male","55 to 64",2030,272122.01,352652.89
293,0,"Colorado","Female","65 and over",2030,128493.79,657788.6
294,0,"Colorado","Male","65 and over",2030,158393.14,550793.86
295,0,"Colorado","Female","16 to 19",2031,53779.8,171453.35
296,0,"Colorado","Male","16 to 19",2031,67354.6,177107.14
297,0,"Colorado","Female","20 to 24",2031,143261.4,214416.21
298,0,"Colorado","Male","20 to 24",2031,173904.87,225642.17
299,0,"Colorado","Female","25 to 34",2031,366862.96,454586.41
300,0,"Colorado","Male","25 to 34",2031,427664.13,468133.74
301,0,"Colorado","Female","35 to 44",2031,349124.16,448768.01
302,0,"Colorado","Male","35 to 44",2031,428993.01,454091.04
303,0,"Colorado","Female","45 to 54",2031,338914.91,429083.1
304,0,"Colorado","Male","45 to 54",2031,395007.51,430602.44
305,0,"Colorado","Female","55 to 64",2031,255960.01,360305.49
306,0,"Colorado","Male","55 to 64",2031,275005.51,356177.21
307,0,"Colorado","Female","65 and over",2031,130878.2,669444.18
308,0,"Colorado","Male","65 and over",2031,160768.92,559433
309,0,"Colorado","Female","16 to 19",2032,54556.26,173853.27
310,0,"Colorado","Male","16 to 19",2032,68265.33,179604.51
311,0,"Colorado","Female","20 to 24",2032,143521.5,214880.21
312,0,"Colorado","Male","20 to 24",2032,173974.31,225855.87
313,0,"Colorado","Female","25 to 34",2032,370699.09,459484.58
314,0,"Colorado","Male","25 to 34",2032,432273.89,473345.55
315,0,"Colorado","Female","35 to 44",2032,352924.09,453688.33
316,0,"Colorado","Male","35 to 44",2032,434475.24,459824.75
317,0,"Colorado","Female","45 to 54",2032,344840.62,436642.89
318,0,"Colorado","Male","45 to 54",2032,401400.11,437611.34
319,0,"Colorado","Female","55 to 64",2032,259132.37,364719.76
320,0,"Colorado","Male","55 to 64",2032,278530.71,360530.73
321,0,"Colorado","Female","65 and over",2032,132979.26,679613.6
322,0,"Colorado","Male","65 and over",2032,162930.3,567316.8
323,0,"Colorado","Female","16 to 19",2033,55348.21,176321.39
324,0,"Colorado","Male","16 to 19",2033,69200.51,182179.83
325,0,"Colorado","Female","20 to 24",2033,144363.81,216175.8
326,0,"Colorado","Male","20 to 24",2033,174670.26,226854.58
327,0,"Colorado","Female","25 to 34",2033,373706.16,463363.07
328,0,"Colorado","Male","25 to 34",2033,436272.07,477904.94
329,0,"Colorado","Female","35 to 44",2033,357745.59,459917.64
330,0,"Colorado","Male","35 to 44",2033,441755.03,467473.77
331,0,"Colorado","Female","45 to 54",2033,349121.85,442064.48
332,0,"Colorado","Male","45 to 54",2033,405090.72,441661.02
333,0,"Colorado","Female","55 to 64",2033,262621.23,369614.85
334,0,"Colorado","Male","55 to 64",2033,282146,365021.63
335,0,"Colorado","Female","65 and over",2033,135079.07,689712.61
336,0,"Colorado","Male","65 and over",2033,165184.25,575494.38
337,0,"Colorado","Female","16 to 19",2034,56138.86,178801.3
338,0,"Colorado","Male","16 to 19",2034,70138.42,184773.13
339,0,"Colorado","Female","20 to 24",2034,145867.6,218434.32
340,0,"Colorado","Male","20 to 24",2034,176199.69,228909.98
341,0,"Colorado","Female","25 to 34",2034,375797.68,466101.06
342,0,"Colorado","Male","25 to 34",2034,439104.4,481182.23
343,0,"Colorado","Female","35 to 44",2034,364427.94,468546.66
344,0,"Colorado","Male","35 to 44",2034,451619.44,477822.28
345,0,"Colorado","Female","45 to 54",2034,351199.71,444720.62
346,0,"Colorado","Male","45 to 54",2034,405835.5,442530.39
347,0,"Colorado","Female","55 to 64",2034,265475.63,373651.7
348,0,"Colorado","Male","55 to 64",2034,285330.13,368962.95
349,0,"Colorado","Female","65 and over",2034,137366,700746.76
350,0,"Colorado","Male","65 and over",2034,167711.03,584579.78
351,0,"Colorado","Female","16 to 19",2035,56952.65,181375.19
352,0,"Colorado","Male","16 to 19",2035,71110.32,187468.62
353,0,"Colorado","Female","20 to 24",2035,148016.31,221631.62
354,0,"Colorado","Male","20 to 24",2035,178571.03,232043.52
355,0,"Colorado","Female","25 to 34",2035,376643.44,467281.8
356,0,"Colorado","Male","25 to 34",2035,440301.67,482664.74
357,0,"Colorado","Female","35 to 44",2035,371689.81,477912.09
358,0,"Colorado","Male","35 to 44",2035,461222.53,487891.3
359,0,"Colorado","Female","45 to 54",2035,352168.49,445984.04
360,0,"Colorado","Male","45 to 54",2035,405982.84,442744.2
361,0,"Colorado","Female","55 to 64",2035,268775.07,378328.2
362,0,"Colorado","Male","55 to 64",2035,289092.42,373686.65
363,0,"Colorado","Female","65 and over",2035,139779.11,712405.04
364,0,"Colorado","Male","65 and over",2035,170540.04,594639.78
365,0,"Colorado","Female","16 to 19",2036,57794.26,184052.25
366,0,"Colorado","Male","16 to 19",2036,72119.03,190274.77
367,0,"Colorado","Female","20 to 24",2036,150454.96,225232.05
368,0,"Colorado","Male","20 to 24",2036,181414.45,235792.36
369,0,"Colorado","Female","25 to 34",2036,377490.36,468466.46
370,0,"Colorado","Male","25 to 34",2036,441506.49,484160.73
371,0,"Colorado","Female","35 to 44",2036,378911.95,487209.79
372,0,"Colorado","Male","35 to 44",2036,469995,497085.33
373,0,"Colorado","Female","45 to 54",2036,353404.27,447605.32
374,0,"Colorado","Male","45 to 54",2036,407179.55,444083.91
375,0,"Colorado","Female","55 to 64",2036,272439.46,383513.36
376,0,"Colorado","Male","55 to 64",2036,292871.1,378419.19
377,0,"Colorado","Female","65 and over",2036,142004.83,723094.25
378,0,"Colorado","Male","65 and over",2036,173192.91,604155.19
379,0,"Colorado","Female","16 to 19",2037,58626.49,186694.63
380,0,"Colorado","Male","16 to 19",2037,73112.43,193047.2
381,0,"Colorado","Female","20 to 24",2037,152403.52,228102.71
382,0,"Colorado","Male","20 to 24",2037,183712.71,238788.56
383,0,"Colorado","Female","25 to 34",2037,379197.97,470695.45
384,0,"Colorado","Male","25 to 34",2037,443296.23,486308.96
385,0,"Colorado","Female","35 to 44",2037,384530.57,494492.23
386,0,"Colorado","Male","35 to 44",2037,476326.9,503705.26
387,0,"Colorado","Female","45 to 54",2037,355051.58,449718.55
388,0,"Colorado","Male","45 to 54",2037,410155.72,447408.52
389,0,"Colorado","Female","55 to 64",2037,277634.59,390845.76
390,0,"Colorado","Male","55 to 64",2037,298076.81,384951.23
391,0,"Colorado","Female","65 and over",2037,143809.09,731635.26
392,0,"Colorado","Male","65 and over",2037,175220.69,611534.26
393,0,"Colorado","Female","16 to 19",2038,59471.64,189388.65
394,0,"Colorado","Male","16 to 19",2038,74121.11,195873.28
395,0,"Colorado","Female","20 to 24",2038,154486.93,231200.43
396,0,"Colorado","Male","20 to 24",2038,186176.77,242022.47
397,0,"Colorado","Female","25 to 34",2038,380759.92,472748.27
398,0,"Colorado","Male","25 to 34",2038,445119.05,488494.33
399,0,"Colorado","Female","35 to 44",2038,387987.16,499005.24
400,0,"Colorado","Male","35 to 44",2038,480451.32,508003.53
401,0,"Colorado","Female","45 to 54",2038,359305.82,455073.1
402,0,"Colorado","Male","45 to 54",2038,415444.32,453252.46
403,0,"Colorado","Female","55 to 64",2038,283675.65,399364.86
404,0,"Colorado","Male","55 to 64",2038,304431.15,392956.25
405,0,"Colorado","Female","65 and over",2038,145216.2,738163.81
406,0,"Colorado","Male","65 and over",2038,176700.39,616975.24
407,0,"Colorado","Female","16 to 19",2039,60327.21,192126.64
408,0,"Colorado","Male","16 to 19",2039,75141.8,198744.68
409,0,"Colorado","Female","20 to 24",2039,156659.43,234451.21
410,0,"Colorado","Male","20 to 24",2039,188748.45,245417.48
411,0,"Colorado","Female","25 to 34",2039,382574.4,475128.56
412,0,"Colorado","Male","25 to 34",2039,447227.42,490993.39
413,0,"Colorado","Female","35 to 44",2039,391777.35,503935.69
414,0,"Colorado","Male","35 to 44",2039,484889.93,512635.83
415,0,"Colorado","Female","45 to 54",2039,363555.36,460443
416,0,"Colorado","Male","45 to 54",2039,420934.77,459314.21
417,0,"Colorado","Female","55 to 64",2039,289824.74,408022.94
418,0,"Colorado","Male","55 to 64",2039,310412.1,400421.89
419,0,"Colorado","Female","65 and over",2039,146428.89,743669.93
420,0,"Colorado","Male","65 and over",2039,178097.75,622156.49
421,0,"Colorado","Female","16 to 19",2040,61180.39,194866.32
422,0,"Colorado","Male","16 to 19",2040,76158.88,201617.68
423,0,"Colorado","Female","20 to 24",2040,158910.4,237825.53
424,0,"Colorado","Male","20 to 24",2040,191414.05,248944.64
425,0,"Colorado","Female","25 to 34",2040,384890.71,478139.38
426,0,"Colorado","Male","25 to 34",2040,449932.41,494143.97
427,0,"Colorado","Female","35 to 44",2040,395603.16,508926.97
428,0,"Colorado","Male","35 to 44",2040,489178.64,517120.72
429,0,"Colorado","Female","45 to 54",2040,367069.7,464886.96
430,0,"Colorado","Male","45 to 54",2040,425800,464680.37
431,0,"Colorado","Female","55 to 64",2040,295831.06,416501.34
432,0,"Colorado","Male","55 to 64",2040,316234.21,407669.3
433,0,"Colorado","Female","65 and over",2040,147706,749478.46
434,0,"Colorado","Male","65 and over",2040,179638.41,627798.53
435,1,"Adams","Female","16 to 19",2010,3885.86,11358
436,1,"Adams","Male","16 to 19",2010,5229.47,12029
437,1,"Adams","Female","20 to 24",2010,8898.39,14223
438,1,"Adams","Male","20 to 24",2010,10749.73,14603
439,1,"Adams","Female","25 to 34",2010,30167.37,34436
440,1,"Adams","Male","25 to 34",2010,34013.14,35580
