"COUNTY","CFIPS","YEAR","AGE","GENDER","Labor Force","Universe","Participation Rate",
"Conejos County","21","2016","65 and over","","291.56","1,486.63","19.61",
"Conejos County","21","2017","16 to 19","","181.66","478.29","37.98",
"Conejos County","21","2017","20 to 24","","380.26","520.5","73.06",
"Conejos County","21","2017","25 to 34","","790.65","991.04","79.78",
"Conejos County","21","2017","35 to 44","","867.3","988.28","87.76",
"Conejos County","21","2017","45 to 54","","802.79","1,016.75","78.96",
"Conejos County","21","2017","55 to 64","","791.77","1,164.32","68.00",
"Conejos County","21","2017","65 and over","","305.63","1,532.42","19.94",
"Conejos County","21","2018","16 to 19","","172.5","466.47","36.98",
"Conejos County","21","2018","20 to 24","","369.34","510.9","72.29",
"Conejos County","21","2018","25 to 34","","809.79","1,016.21","79.69",
"Conejos County","21","2018","35 to 44","","892.56","1,017.88","87.69",
"Conejos County","21","2018","45 to 54","","784.99","994.42","78.94",
"Conejos County","21","2018","55 to 64","","795.95","1,165.25","68.31",
"Conejos County","21","2018","65 and over","","319.02","1,575.88","20.24",
"Costilla County","23","2010","16 to 19","","75.35","192","39.24",
"Costilla County","23","2010","20 to 24","","93.94","145","64.79",
"Costilla County","23","2010","25 to 34","","194.43","286","67.98",
"Costilla County","23","2010","35 to 44","","247.2","333","74.23",
"Costilla County","23","2010","45 to 54","","357.18","536","66.64",
"Costilla County","23","2010","55 to 64","","332.16","605","54.90",
"Costilla County","23","2010","65 and over","","114.65","825","13.90",
"Costilla County","23","2011","16 to 19","","75.56","198.13","38.14",
"Costilla County","23","2011","20 to 24","","110.66","172.04","64.32",
"Costilla County","23","2011","25 to 34","","214.17","315.97","67.78",
"Costilla County","23","2011","35 to 44","","261.84","352.34","74.31",
"Costilla County","23","2011","45 to 54","","343.56","515.62","66.63",
"Costilla County","23","2011","55 to 64","","335.46","608.08","55.17",
"Costilla County","23","2011","65 and over","","122.07","853.54","14.30",
"Costilla County","23","2012","16 to 19","","69.83","188.59","37.03",
"Costilla County","23","2012","20 to 24","","118.34","184.84","64.02",
"Costilla County","23","2012","25 to 34","","225.07","332.4","67.71",
"Costilla County","23","2012","35 to 44","","259.11","348.67","74.31",
"Costilla County","23","2012","45 to 54","","329.57","495.48","66.52",
"Costilla County","23","2012","55 to 64","","333.8","600.77","55.56",
"Costilla County","23","2012","65 and over","","131.68","885.85","14.86",
"Costilla County","23","2013","16 to 19","","61.94","171.64","36.09",
"Costilla County","23","2013","20 to 24","","130.07","202.79","64.14",
"Costilla County","23","2013","25 to 34","","235.29","348.08","67.60",
"Costilla County","23","2013","35 to 44","","253.72","341.93","74.20",
"Costilla County","23","2013","45 to 54","","317.55","477.24","66.54",
"Costilla County","23","2013","55 to 64","","333.32","596.72","55.86",
"Costilla County","23","2013","65 and over","","141.18","916.57","15.40",
"Costilla County","23","2014","16 to 19","","56.94","162.07","35.13",
"Costilla County","23","2014","20 to 24","","136.08","213.57","63.72",
"Costilla County","23","2014","25 to 34","","246.37","365.32","67.44",
"Costilla County","23","2014","35 to 44","","259.98","351.14","74.04",
"Costilla County","23","2014","45 to 54","","310.34","465.99","66.60",
"Costilla County","23","2014","55 to 64","","334.07","594.75","56.17",
"Costilla County","23","2014","65 and over","","147.47","931.82","15.83",
"Costilla County","23","2015","16 to 19","","53.27","156.44","34.05",
"Costilla County","23","2015","20 to 24","","141","223.16","63.18",
"Costilla County","23","2015","25 to 34","","250.99","372.8","67.33",
"Costilla County","23","2015","35 to 44","","278.02","376.94","73.76",
"Costilla County","23","2015","45 to 54","","304.65","457.97","66.52",
"Costilla County","23","2015","55 to 64","","331.66","585.91","56.61",
"Costilla County","23","2015","65 and over","","154.19","947.08","16.28",
"Costilla County","23","2016","16 to 19","","51.45","155.79","33.03",
"Costilla County","23","2016","20 to 24","","134.79","214.6","62.81",
"Costilla County","23","2016","25 to 34","","258.57","384.7","67.21",
"Costilla County","23","2016","35 to 44","","285.39","386.9","73.76",
"Costilla County","23","2016","45 to 54","","297.93","448.15","66.48",
"Costilla County","23","2016","55 to 64","","330.46","580.92","56.89",
"Costilla County","23","2016","65 and over","","160.48","961.53","16.69",
"Costilla County","23","2017","16 to 19","","49.48","154.61","32.00",
"Costilla County","23","2017","20 to 24","","129.63","208.36","62.21",
"Costilla County","23","2017","25 to 34","","271.89","405.47","67.06",
"Costilla County","23","2017","35 to 44","","298.1","404.28","73.74",
"Costilla County","23","2017","45 to 54","","292.09","439.76","66.42",
"Costilla County","23","2017","55 to 64","","326.29","570.93","57.15",
"Costilla County","23","2017","65 and over","","165.69","976.51","16.97",
"Costilla County","23","2018","16 to 19","","50.2","160.97","31.19",
"Costilla County","23","2018","20 to 24","","118.97","193.88","61.36",
"Costilla County","23","2018","25 to 34","","285.5","426.31","66.97",
"Costilla County","23","2018","35 to 44","","307.67","417.52","73.69",
"Costilla County","23","2018","45 to 54","","288.98","435.19","66.40",
"Costilla County","23","2018","55 to 64","","321.53","559.98","57.42",
"Costilla County","23","2018","65 and over","","169.86","987.45","17.20",
"Crowley County","25","2010","16 to 19","","78.44","215","36.48",
"Crowley County","25","2010","20 to 24","","190.12","302","62.95",
"Crowley County","25","2010","25 to 34","","413.97","654","63.30",
"Crowley County","25","2010","35 to 44","","372.76","526","70.87",
"Crowley County","25","2010","45 to 54","","408.58","651","62.76",
"Crowley County","25","2010","55 to 64","","264.09","519","50.88",
"Crowley County","25","2010","65 and over","","67.97","542.72","12.52",
"Crowley County","25","2011","16 to 19","","73.08","206.2","35.44",
"Crowley County","25","2011","20 to 24","","174.79","282.2","61.94",
"Crowley County","25","2011","25 to 34","","411.78","652.89","63.07",
"Crowley County","25","2011","35 to 44","","368.95","520.05","70.95",
"Crowley County","25","2011","45 to 54","","391.14","623.62","62.72",
"Crowley County","25","2011","55 to 64","","274.39","534.86","51.30",
"Crowley County","25","2011","65 and over","","71.97","558.79","12.88",
"Crowley County","25","2012","16 to 19","","67.17","195.28","34.40",
"Crowley County","25","2012","20 to 24","","170.51","279.83","60.93",
"Crowley County","25","2012","25 to 34","","423.84","673.14","62.96",
"Crowley County","25","2012","35 to 44","","381.9","538.72","70.89",
"Crowley County","25","2012","45 to 54","","383.34","612.15","62.62",
"Crowley County","25","2012","55 to 64","","277.41","535.24","51.83",
"Crowley County","25","2012","65 and over","","78.86","589.88","13.37",
"Crowley County","25","2013","16 to 19","","62.96","187.79","33.53",
"Crowley County","25","2013","20 to 24","","166.64","278.37","59.86",
"Crowley County","25","2013","25 to 34","","432.85","689.23","62.80",
"Crowley County","25","2013","35 to 44","","399.38","562.18","71.04",
"Crowley County","25","2013","45 to 54","","380.84","608.73","62.56",
"Crowley County","25","2013","55 to 64","","279.83","536.76","52.13",
"Crowley County","25","2013","65 and over","","85.05","612.21","13.89",
"Crowley County","25","2014","16 to 19","","62.43","191.19","32.65",
"Crowley County","25","2014","20 to 24","","162.81","276.27","58.93",
"Crowley County","25","2014","25 to 34","","434.9","694.5","62.62",
"Crowley County","25","2014","35 to 44","","408.47","575.43","70.99",
"Crowley County","25","2014","45 to 54","","375.03","598.96","62.61",
"Crowley County","25","2014","55 to 64","","297.44","566.89","52.47",
"Crowley County","25","2014","65 and over","","89.99","628.18","14.33",
"Crowley County","25","2015","16 to 19","","66.11","208.64","31.69",
"Crowley County","25","2015","20 to 24","","159.43","274.2","58.14",
"Crowley County","25","2015","25 to 34","","427.49","684.36","62.47",
"Crowley County","25","2015","35 to 44","","424.64","598.11","71.00",
"Crowley County","25","2015","45 to 54","","363.53","580.37","62.64",
"Crowley County","25","2015","55 to 64","","313.49","593.63","52.81",
"Crowley County","25","2015","65 and over","","96.89","653.93","14.82",
"Crowley County","25","2016","16 to 19","","66.88","217.35","30.77",
"Crowley County","25","2016","20 to 24","","155.14","269.14","57.64",
"Crowley County","25","2016","25 to 34","","411.82","660.74","62.33",
"Crowley County","25","2016","35 to 44","","448.09","629.22","71.21",
"Crowley County","25","2016","45 to 54","","381.75","607.71","62.82",
"Crowley County","25","2016","55 to 64","","314.89","593.93","53.02",
"Crowley County","25","2016","65 and over","","102.17","672.7","15.19",
"Crowley County","25","2017","16 to 19","","62.65","210.19","29.81",
"Crowley County","25","2017","20 to 24","","155.66","270.43","57.56",
"Crowley County","25","2017","25 to 34","","419.29","674.43","62.17",
"Crowley County","25","2017","35 to 44","","456.26","641.26","71.15",
"Crowley County","25","2017","45 to 54","","373.71","594.75","62.83",
"Crowley County","25","2017","55 to 64","","323.27","606.56","53.30",
"Crowley County","25","2017","65 and over","","108.65","703.57","15.44",
"Crowley County","25","2018","16 to 19","","57.58","198.4","29.02",
"Crowley County","25","2018","20 to 24","","154.03","268.99","57.26",
"Crowley County","25","2018","25 to 34","","427.23","688.03","62.09",
"Crowley County","25","2018","35 to 44","","471.14","662.73","71.09",
"Crowley County","25","2018","45 to 54","","361.11","575.16","62.78",
"Crowley County","25","2018","55 to 64","","339.58","633.81","53.58",
"Crowley County","25","2018","65 and over","","114.08","726.89","15.69",
"Custer County","27","2010","16 to 19","","73.04","164","44.54",
"Custer County","27","2010","20 to 24","","67.31","85","79.19",
"Custer County","27","2010","25 to 34","","243.09","285","85.29",
"Custer County","27","2010","35 to 44","","328.93","401","82.03",
"Custer County","27","2010","45 to 54","","538.61","698","77.16",
"Custer County","27","2010","55 to 64","","582.36","1,038","56.10",
"Custer County","27","2010","65 and over","","164.6","962","17.11",
"Custer County","27","2011","16 to 19","","81.75","189.37","43.17",
"Custer County","27","2011","20 to 24","","62.22","79.44","78.32",
"Custer County","27","2011","25 to 34","","220.69","259.17","85.15",
"Custer County","27","2011","35 to 44","","312.61","380.99","82.05",
"Custer County","27","2011","45 to 54","","506.18","654.23","77.37",
"Custer County","27","2011","55 to 64","","587.54","1,043.55","56.30",
"Custer County","27","2011","65 and over","","180.32","1,025.06","17.59",
"Custer County","27","2012","16 to 19","","87.92","211.28","41.61",
"Custer County","27","2012","20 to 24","","90.73","116.5","77.88",
"Custer County","27","2012","25 to 34","","254.26","300.54","84.60",
"Custer County","27","2012","35 to 44","","325.66","396.34","82.17",
"Custer County","27","2012","45 to 54","","477.12","617.84","77.22",
"Custer County","27","2012","55 to 64","","589.32","1,038.4","56.75",
"Custer County","27","2012","65 and over","","201.2","1,101.36","18.27",
"Custer County","27","2013","16 to 19","","87.4","217.13","40.25",
"Custer County","27","2013","20 to 24","","129.09","166.84","77.37",
"Custer County","27","2013","25 to 34","","276.77","329.24","84.06",
"Custer County","27","2013","35 to 44","","351","427.23","82.16",
"Custer County","27","2013","45 to 54","","462.16","599.13","77.14",
"Custer County","27","2013","55 to 64","","564.66","988.64","57.11",
"Custer County","27","2013","65 and over","","226.25","1,196.87","18.90",
"Custer County","27","2014","16 to 19","","86.19","221.8","38.86",
"Custer County","27","2014","20 to 24","","157.04","204.47","76.80",
"Custer County","27","2014","25 to 34","","309.64","369.56","83.79",
"Custer County","27","2014","35 to 44","","366.84","447.5","81.98",
"Custer County","27","2014","45 to 54","","443.3","575.23","77.06",
"Custer County","27","2014","55 to 64","","549.17","955.24","57.49",
"Custer County","27","2014","65 and over","","250.23","1,287.54","19.43",
"Custer County","27","2015","16 to 19","","81.14","216.55","37.47",
"Custer County","27","2015","20 to 24","","186.36","245.38","75.95",
"Custer County","27","2015","25 to 34","","338.25","404.66","83.59",
"Custer County","27","2015","35 to 44","","391.25","477.76","81.89",
"Custer County","27","2015","45 to 54","","415.42","539.07","77.06",
"Custer County","27","2015","55 to 64","","548.1","947.1","57.87",
"Custer County","27","2015","65 and over","","273.62","1,367.06","20.02",
"Custer County","27","2016","16 to 19","","81.22","223.73","36.30",
"Custer County","27","2016","20 to 24","","208.05","276.55","75.23",
"Custer County","27","2016","25 to 34","","375.35","450.72","83.28",
"Custer County","27","2016","35 to 44","","409.08","500.3","81.77",
"Custer County","27","2016","45 to 54","","406.44","526.99","77.12",
"Custer County","27","2016","55 to 64","","527.93","908.09","58.14",
"Custer County","27","2016","65 and over","","297.56","1,447.87","20.55",
"Custer County","27","2017","16 to 19","","80.61","229.73","35.09",
"Custer County","27","2017","20 to 24","","218.34","292.74","74.58",
"Custer County","27","2017","25 to 34","","415.7","501.05","82.97",
"Custer County","27","2017","35 to 44","","438.48","537.02","81.65",
"Custer County","27","2017","45 to 54","","401.46","520.76","77.09",
"Custer County","27","2017","55 to 64","","505.49","864.86","58.45",
"Custer County","27","2017","65 and over","","318.81","1,525.87","20.89",
"Custer County","27","2018","16 to 19","","78.75","230.67","34.14",
"Custer County","27","2018","20 to 24","","218.34","295.26","73.95",
"Custer County","27","2018","25 to 34","","457.91","553.75","82.69",
"Custer County","27","2018","35 to 44","","466.02","570.6","81.67",
"Custer County","27","2018","45 to 54","","406.11","526.96","77.07",
"Custer County","27","2018","55 to 64","","486.29","828.14","58.72",
"Custer County","27","2018","65 and over","","337.18","1,587.71","21.24",
"Delta County","29","2010","16 to 19","","790.07","1,543","51.20",
"Delta County","29","2010","20 to 24","","1,149.14","1,373","83.70",
"Delta County","29","2010","25 to 34","","2,813.28","3,004","93.65",
"Delta County","29","2010","35 to 44","","2,897.47","3,180","91.12",
"Delta County","29","2010","45 to 54","","4,022.63","4,493","89.53",
"Delta County","29","2010","55 to 64","","3,609.2","4,832","74.69",
"Delta County","29","2010","65 and over","","978.43","6,098.03","16.05",
"Delta County","29","2011","16 to 19","","804.08","1,619.55","49.65",
"Delta County","29","2011","20 to 24","","1,032.31","1,245.11","82.91",
"Delta County","29","2011","25 to 34","","2,686.8","2,876.18","93.42",
"Delta County","29","2011","35 to 44","","2,772.74","3,048.22","90.96",
"Delta County","29","2011","45 to 54","","3,857.14","4,304.67","89.60",
"Delta County","29","2011","55 to 64","","3,644.11","4,852.16","75.10",
"Delta County","29","2011","65 and over","","1,036.1","6,279.9","16.50",
"Delta County","29","2012","16 to 19","","783.94","1,629.22","48.12",
"Delta County","29","2012","20 to 24","","1,116.36","1,349.91","82.70",
"Delta County","29","2012","25 to 34","","2,784.64","2,982.41","93.37",
"Delta County","29","2012","35 to 44","","2,812.34","3,096.19","90.83",
"Delta County","29","2012","45 to 54","","3,702.5","4,137.67","89.48",
"Delta County","29","2012","55 to 64","","3,660.04","4,832.13","75.74",
"Delta County","29","2012","65 and over","","1,122.08","6,547.66","17.14",
"Delta County","29","2013","16 to 19","","770.11","1,644.62","46.83",
"Delta County","29","2013","20 to 24","","1,275.61","1,549.06","82.35",
"Delta County","29","2013","25 to 34","","2,972.64","3,190.97","93.16",
"Delta County","29","2013","35 to 44","","2,974.67","3,275.05","90.83",
"Delta County","29","2013","45 to 54","","3,628.78","4,062.07","89.33",
"Delta County","29","2013","55 to 64","","3,672.3","4,813.53","76.29",
"Delta County","29","2013","65 and over","","1,208.1","6,821.31","17.71",
"Delta County","29","2014","16 to 19","","757.28","1,664.56","45.49",
"Delta County","29","2014","20 to 24","","1,410.99","1,725.46","81.77",
"Delta County","29","2014","25 to 34","","3,189.9","3,434.62","92.87",
"Delta County","29","2014","35 to 44","","3,115.19","3,428.65","90.86",
"Delta County","29","2014","45 to 54","","3,559.77","3,991.85","89.18",
"Delta County","29","2014","55 to 64","","3,699.5","4,817.73","76.79",
"Delta County","29","2014","65 and over","","1,285.85","7,068.91","18.19",
"Delta County","29","2015","16 to 19","","735.42","1,659.93","44.30",
"Delta County","29","2015","20 to 24","","1,538.07","1,899.54","80.97",
"Delta County","29","2015","25 to 34","","3,398.01","3,665.78","92.70",
"Delta County","29","2015","35 to 44","","3,248.83","3,576.27","90.84",
"Delta County","29","2015","45 to 54","","3,506.88","3,933.8","89.15",
"Delta County","29","2015","55 to 64","","3,760.76","4,865.06","77.30",
"Delta County","29","2015","65 and over","","1,363.74","7,285.16","18.72",
"Delta County","29","2016","16 to 19","","729.35","1,698.89","42.93",
"Delta County","29","2016","20 to 24","","1,637.12","2,038.31","80.32",
"Delta County","29","2016","25 to 34","","3,599.07","3,889.31","92.54",
"Delta County","29","2016","35 to 44","","3,425.01","3,771.89","90.80",
"Delta County","29","2016","45 to 54","","3,469.27","3,890.27","89.18",
"Delta County","29","2016","55 to 64","","3,809.93","4,906.05","77.66",
"Delta County","29","2016","65 and over","","1,439.49","7,499.69","19.19",
"Delta County","29","2017","16 to 19","","719.88","1,734.78","41.50",
"Delta County","29","2017","20 to 24","","1,657.85","2,086.05","79.47",
"Delta County","29","2017","25 to 34","","3,860.73","4,180.28","92.36",
"Delta County","29","2017","35 to 44","","3,644.85","4,021.79","90.63",
"Delta County","29","2017","45 to 54","","3,461.94","3,882.62","89.17",
"Delta County","29","2017","55 to 64","","3,826.03","4,900.03","78.08",
"Delta County","29","2017","65 and over","","1,503.99","7,717.83","19.49",
"Delta County","29","2018","16 to 19","","713","1,755.65","40.61",
"Delta County","29","2018","20 to 24","","1,664.09","2,115.83","78.65",
"Delta County","29","2018","25 to 34","","4,108.47","4,453.15","92.26",
"Delta County","29","2018","35 to 44","","3,926.48","4,337.4","90.53",
"Delta County","29","2018","45 to 54","","3,426.19","3,843.31","89.15",
"Delta County","29","2018","55 to 64","","3,823.57","4,874.35","78.44",
"Delta County","29","2018","65 and over","","1,573.89","7,955.14","19.78",
"Denver County","31","2010","16 to 19","","10,059.85","25,919","38.81",
"Denver County","31","2010","20 to 24","","31,578.4","46,453","67.98",
"Denver County","31","2010","25 to 34","","112,839.18","123,115","91.65",
"Denver County","31","2010","35 to 44","","78,082.84","90,440","86.34",
"Denver County","31","2010","45 to 54","","61,755.18","72,758","84.88",
"Denver County","31","2010","55 to 64","","43,410.12","62,561","69.39",
"Denver County","31","2010","65 and over","","13,850.27","61,362.27","22.57",
"Denver County","31","2011","16 to 19","","9,386.46","24,849.04","37.77",
"Denver County","31","2011","20 to 24","","30,624.82","45,494.09","67.32",
"Denver County","31","2011","25 to 34","","117,293.39","128,394.39","91.35",
"Denver County","31","2011","35 to 44","","80,602.61","93,498.08","86.21",
"Denver County","31","2011","45 to 54","","62,208.68","73,213.34","84.97",
"Denver County","31","2011","55 to 64","","45,198.81","64,779.57","69.77",
"Denver County","31","2011","65 and over","","14,847.47","63,788.72","23.28",
"Denver County","31","2012","16 to 19","","8,944.96","24,373.8","36.70",
"Denver County","31","2012","20 to 24","","29,093.94","43,424.55","67.00",
"Denver County","31","2012","25 to 34","","118,394.49","129,778.24","91.23",
"Denver County","31","2012","35 to 44","","82,554.12","95,869.88","86.11",
"Denver County","31","2012","45 to 54","","61,761.28","72,738.92","84.91",
"Denver County","31","2012","55 to 64","","46,023.26","65,394.48","70.38",
"Denver County","31","2012","65 and over","","16,106.66","66,447.87","24.24",
"Denver County","31","2013","16 to 19","","8,687.15","24,285.77","35.77",
"Denver County","31","2013","20 to 24","","28,228.67","42,355.25","66.65",
"Denver County","31","2013","25 to 34","","118,037.18","129,633.32","91.05",
"Denver County","31","2013","35 to 44","","84,827.41","98,630.17","86.01",
"Denver County","31","2013","45 to 54","","61,667.97","72,691.47","84.84",
"Denver County","31","2013","55 to 64","","46,785.52","66,015.64","70.87",
"Denver County","31","2013","65 and over","","17,385.04","69,128.75","25.15",
"Denver County","31","2014","16 to 19","","8,531.9","24,499.46","34.82",
"Denver County","31","2014","20 to 24","","27,422.68","41,437.5","66.18",
"Denver County","31","2014","25 to 34","","116,688.45","128,467.95","90.83",
"Denver County","31","2014","35 to 44","","86,776.5","101,084.69","85.85",
"Denver County","31","2014","45 to 54","","62,207.16","73,343.18","84.82",
"Denver County","31","2014","55 to 64","","47,458.94","66,548.33","71.31",
"Denver County","31","2014","65 and over","","18,602.62","71,790.85","25.91",
"Denver County","31","2015","16 to 19","","8,488.74","25,139.97","33.77",
"Denver County","31","2015","20 to 24","","26,224","39,984.69","65.59",
"Denver County","31","2015","25 to 34","","114,740.5","126,565.36","90.66",
"Denver County","31","2015","35 to 44","","89,281.08","104,112.63","85.75",
"Denver County","31","2015","45 to 54","","62,978.97","74,283.7","84.78",
"Denver County","31","2015","55 to 64","","48,185.4","67,096.64","71.81",
"Denver County","31","2015","65 and over","","19,935.73","74,573.55","26.73",
"Denver County","31","2016","16 to 19","","8,526.66","26,007.54","32.79",
"Denver County","31","2016","20 to 24","","25,027.01","38,470.63","65.05",
"Denver County","31","2016","25 to 34","","112,657.88","124,503.62","90.49",
"Denver County","31","2016","35 to 44","","91,962.01","107,364.79","85.65",
"Denver County","31","2016","45 to 54","","63,995.38","75,460.41","84.81",
"Denver County","31","2016","55 to 64","","48,625.74","67,402.73","72.14",
"Denver County","31","2016","65 and over","","21,264.16","77,337.71","27.50",
"Denver County","31","2017","16 to 19","","8,618.84","27,156.52","31.74",
"Denver County","31","2017","20 to 24","","24,697.74","38,259.91","64.55",
"Denver County","31","2017","25 to 34","","109,434.98","121,246.04","90.26",
"Denver County","31","2017","35 to 44","","95,157.35","111,286.07","85.51",
"Denver County","31","2017","45 to 54","","64,895.98","76,570.04","84.75",
"Denver County","31","2017","55 to 64","","48,966.27","67,514.79","72.53",
"Denver County","31","2017","65 and over","","22,441.65","80,169.09","27.99",
"Denver County","31","2018","16 to 19","","8,687.41","28,076.5","30.94",
"Denver County","31","2018","20 to 24","","24,702","38,587.31","64.02",
"Denver County","31","2018","25 to 34","","105,954.58","117,527.07","90.15",
"Denver County","31","2018","35 to 44","","98,602.27","115,452.34","85.41",
"Denver County","31","2018","45 to 54","","65,733.67","77,630","84.68",
"Denver County","31","2018","55 to 64","","49,132.91","67,433.05","72.86",
"Denver County","31","2018","65 and over","","23,645.42","83,006.22","28.49",
"Dolores County","33","2010","16 to 19","","39.01","80","48.76",
"Dolores County","33","2010","20 to 24","","62.58","76","82.34",
"Dolores County","33","2010","25 to 34","","182.7","216","84.58",
"Dolores County","33","2010","35 to 44","","235.13","264","89.06",
"Dolores County","33","2010","45 to 54","","266.91","310","86.10",
"Dolores County","33","2010","55 to 64","","214.15","327","65.49",
"Dolores County","33","2010","65 and over","","61.44","400","15.36",
"Dolores County","33","2011","16 to 19","","43.31","91.51","47.33",
"Dolores County","33","2011","20 to 24","","52.52","64.42","81.53",
"Dolores County","33","2011","25 to 34","","173.42","205.86","84.24",
"Dolores County","33","2011","35 to 44","","226.2","254.27","88.96",
"Dolores County","33","2011","45 to 54","","258.22","299.47","86.23",
"Dolores County","33","2011","55 to 64","","215.16","326.72","65.85",
"Dolores County","33","2011","65 and over","","63.34","401.55","15.77",
"Dolores County","33","2012","16 to 19","","48.08","104.7","45.92",
"Dolores County","33","2012","20 to 24","","56.66","69.87","81.09",
"Dolores County","33","2012","25 to 34","","175.39","208.75","84.02",
"Dolores County","33","2012","35 to 44","","227.98","256.2","88.99",
"Dolores County","33","2012","45 to 54","","256.8","297.84","86.22",
"Dolores County","33","2012","55 to 64","","218.49","329.48","66.31",
"Dolores County","33","2012","65 and over","","66.08","403.82","16.36",
"Dolores County","33","2013","16 to 19","","49.62","111.1","44.66",
"Dolores County","33","2013","20 to 24","","63.2","78.37","80.64",
"Dolores County","33","2013","25 to 34","","182.31","217.02","84.01",
"Dolores County","33","2013","35 to 44","","232.45","261.78","88.80",
"Dolores County","33","2013","45 to 54","","252.73","293.66","86.06",
"Dolores County","33","2013","55 to 64","","211.57","317.04","66.73",
"Dolores County","33","2013","65 and over","","70.78","417.25","16.96",
"Dolores County","33","2014","16 to 19","","47.07","108.29","43.47",
"Dolores County","33","2014","20 to 24","","73.52","91.5","80.35",
"Dolores County","33","2014","25 to 34","","190.65","228.73","83.35",
"Dolores County","33","2014","35 to 44","","237.46","267.58","88.74",
"Dolores County","33","2014","45 to 54","","248.94","289.48","86.00",
"Dolores County","33","2014","55 to 64","","212.17","316.04","67.13",
"Dolores County","33","2014","65 and over","","74.3","426.01","17.44",
"Dolores County","33","2015","16 to 19","","43.97","104.23","42.19",
"Dolores County","33","2015","20 to 24","","83.53","104.68","79.80",
"Dolores County","33","2015","25 to 34","","188.97","227.27","83.15",
"Dolores County","33","2015","35 to 44","","244.09","274.71","88.85",
"Dolores County","33","2015","45 to 54","","243.11","283.69","85.70",
"Dolores County","33","2015","55 to 64","","212.14","313.71","67.62",
"Dolores County","33","2015","65 and over","","78.32","436.33","17.95",
"Dolores County","33","2016","16 to 19","","42.16","102.85","40.99",
"Dolores County","33","2016","20 to 24","","95.96","121.37","79.06",
"Dolores County","33","2016","25 to 34","","190","228.47","83.16",
"Dolores County","33","2016","35 to 44","","259.62","292.6","88.73",
"Dolores County","33","2016","45 to 54","","240.01","280.23","85.65",
"Dolores County","33","2016","55 to 64","","208.7","307.5","67.87",
"Dolores County","33","2016","65 and over","","81.76","443.1","18.45",
"Dolores County","33","2017","16 to 19","","40.02","100.81","39.70",
"Dolores County","33","2017","20 to 24","","104.23","132.45","78.69",
"Dolores County","33","2017","25 to 34","","197.1","238.12","82.77",
"Dolores County","33","2017","35 to 44","","273.31","308.43","88.61",
"Dolores County","33","2017","45 to 54","","241.84","282.3","85.67",
"Dolores County","33","2017","55 to 64","","203.77","298.73","68.21",
"Dolores County","33","2017","65 and over","","83.53","445.63","18.74",
"Dolores County","33","2018","16 to 19","","42.5","110","38.64",
"Dolores County","33","2018","20 to 24","","101.45","129.55","78.31",
"Dolores County","33","2018","25 to 34","","205.33","247.95","82.81",
"Dolores County","33","2018","35 to 44","","277.56","314.03","88.39",
"Dolores County","33","2018","45 to 54","","250.59","292.45","85.69",
"Dolores County","33","2018","55 to 64","","203.77","297.36","68.53",
"Dolores County","33","2018","65 and over","","84.29","443.03","19.03",
"Douglas County","35","2010","16 to 19","","7,062.53","14,852","47.55",
"Douglas County","35","2010","20 to 24","","8,399.98","10,070","83.42",
"Douglas County","35","2010","25 to 34","","29,448.59","32,800","89.78",
"Douglas County","35","2010","35 to 44","","45,892.75","51,399","89.29",
"Douglas County","35","2010","45 to 54","","42,227.74","47,714","88.50",
"Douglas County","35","2010","55 to 64","","23,081.76","31,096","74.23",
"Douglas County","35","2010","65 and over","","4,109.59","20,557.17","19.99",
"Douglas County","35","2011","16 to 19","","8,044.37","17,413.75","46.20",
"Douglas County","35","2011","20 to 24","","8,639.04","10,449.33","82.68",
"Douglas County","35","2011","25 to 34","","28,533.65","31,857.98","89.57",
"Douglas County","35","2011","35 to 44","","45,190.45","50,697.16","89.14",
"Douglas County","35","2011","45 to 54","","43,272.55","48,872.72","88.54",
"Douglas County","35","2011","55 to 64","","24,505.28","32,833.37","74.64",
"Douglas County","35","2011","65 and over","","4,558.09","22,173.77","20.56",
"Douglas County","35","2012","16 to 19","","8,408.19","18,752.97","44.84",
"Douglas County","35","2012","20 to 24","","9,975.98","12,118.77","82.32",
"Douglas County","35","2012","25 to 34","","27,523.53","30,756.8","89.49",
"Douglas County","35","2012","35 to 44","","44,445.19","49,907.31","89.06",
"Douglas County","35","2012","45 to 54","","44,080.95","49,848.77","88.43",
"Douglas County","35","2012","55 to 64","","25,628.98","34,053.15","75.26",
"Douglas County","35","2012","65 and over","","5,191.81","24,315.52","21.35",
"Douglas County","35","2013","16 to 19","","8,502.76","19,463.91","43.68",
"Douglas County","35","2013","20 to 24","","12,214.01","14,923.56","81.84",
"Douglas County","35","2013","25 to 34","","26,562.09","29,725.54","89.36",
"Douglas County","35","2013","35 to 44","","43,619.72","49,021.65","88.98",
"Douglas County","35","2013","45 to 54","","44,943.28","50,901.19","88.30",
"Douglas County","35","2013","55 to 64","","26,899","35,491.1","75.79",
"Douglas County","35","2013","65 and over","","5,858.47","26,522.7","22.09",
"Douglas County","35","2014","16 to 19","","8,536.33","20,072.49","42.53",
"Douglas County","35","2014","20 to 24","","14,606.67","17,974.24","81.26",
"Douglas County","35","2014","25 to 34","","25,797.85","28,928.1","89.18",
"Douglas County","35","2014","35 to 44","","42,350.43","47,667.26","88.85",
"Douglas County","35","2014","45 to 54","","46,082.81","52,232.8","88.23",
