"CFIPS","YEAR","COUNTY","Total Population","Births","Deaths","Net Migration","Natural Increase","Census Building Permits","Group Quarters Population","Household Population","Households","Household Size","Total Housing Units","Vacancy Rate","Vacant Housing Units",
"1","1985","Adams County","268764","5210","1304","-807","3,906","2,741","2,256","266,508","94,949","2.81","104,376","9","9,427",
"1","1986","Adams County","268643","5101","1425","-3,797","3,676","2,926","2,254","266,389","95,759","2.78","108,677","11.9","12,918",
"1","1987","Adams County","269323","5058","1540","-2,838","3,518","943","2,261","267,062","96,564","2.77","111,852","13.7","15,288",
"1","1988","Adams County","269019","5024","1486","-3,842","3,538","432","2,187","266,832","97,064","2.75","112,933","14.1","15,869",
"1","1989","Adams County","266771","4777","1429","-5,596","3,348","397","2,249","264,522","96,879","2.73","113,086","14.3","16,207",
"1","1990","Adams County","265708","4807","1561","-4,309","3,246","335","2,727","262,981","96,353","2.73","106,947","9.9","10,594",
"1","1991","Adams County","273624","4940","1639","4,615","3,301","658","2,776","270,848","98,326","2.75","107,282","8.3","8,956",
"1","1992","Adams County","281385","5005","1619","4,375","3,386","1,385","2,844","278,541","101,116","2.75","108,074","6.4","6,958",
"1","1993","Adams County","290777","5034","1693","6,051","3,341","2,439","2,880","287,897","102,836","2.8","109,367","6","6,531",
"1","1994","Adams County","300794","4906","1800","6,911","3,106","2,906","2,963","297,831","105,211","2.83","111,800","5.9","6,589",
"1","1995","Adams County","312593","5063","1781","8,517","3,282","2,944","2,979","309,614","108,485","2.85","114,742","5.5","6,257",
"1","1996","Adams County","323042","5251","1844","7,042","3,407","2,764","3,774","319,268","111,208","2.87","117,691","5.5","6,483",
"1","1997","Adams County","332744","5480","1872","6,094","3,608","4,155","3,798","328,946","114,514","2.87","120,682","5.1","6,168",
"1","1998","Adams County","344024","5846","2053","7,487","3,793","4,478","3,795","340,229","117,449","2.9","124,925","6","7,476",
"1","1999","Adams County","355308","6155","2081","7,210","4,074","4,146","3,792","351,516","120,316","2.92","129,403","7","9,087",
"1","2000","Adams County","351735","6869","2115","-8,328","4,754","1,455","3,414","348,321","124,088","2.81","128,717","3.596","4,629",
"1","2001","Adams County","359437","7132","2223","2,793","4,909","5,819","3,396","356,041","126,724","2.81","133,917","5.371","7,193",
"1","2002","Adams County","371181","7271","2213","6,686","5,058","6,158","3,625","367,556","130,680","2.81","139,734","6.479","9,054",
"1","2003","Adams County","377665","7393","2283","1,374","5,110","5,981","3,649","374,016","132,793","2.82","144,635","8.188","11,842",
"1","2004","Adams County","385945","7429","2216","3,067","5,213","4,811","3,643","382,302","135,443","2.82","149,648","9.492","14,205",
"1","2005","Adams County","395384","7560","2357","4,236","5,203","5,313","3,626","391,758","138,478","2.83","154,113","10.145","15,635",
"1","2006","Adams County","407587","7733","2241","6,711","5,492","4,928","3,657","403,930","142,496","2.83","157,948","9.783","15,452",
"1","2007","Adams County","415915","7841","2279","2,766","5,562","3,252","3,671","412,244","145,208","2.84","160,651","9.613","15,443",
"1","2008","Adams County","425138","7925","2448","3,746","5,477","2,288","3,683","421,455","148,306","2.84","162,115","8.518","13,809",
"1","2009","Adams County","436323","7699","2359","5,845","5,340","957","3,873","432,450","152,045","2.84","162,794","6.603","10,749",
"3","1985","Alamosa County","13011","258","79","-85","179","10","884","12,127","4,277","2.84","5,113","16.4","836",
"3","1986","Alamosa County","13336","246","84","163","162","16","897","12,439","4,388","2.83","5,117","14.2","729",
"3","1987","Alamosa County","13427","273","90","-92","183","11","900","12,527","4,412","2.84","5,126","13.9","714",
"3","1988","Alamosa County","13715","264","99","123","165","60","1,168","12,547","4,394","2.86","5,147","14.6","753",
"3","1989","Alamosa County","13660","234","103","-186","131","28","1,153","12,507","4,375","2.86","5,293","17.3","918",
"3","1990","Alamosa County","13630","265","91","-204","174","29","998","12,632","4,721","2.68","5,254","10.1","533",
"3","1991","Alamosa County","13639","273","95","-169","178","20","967","12,672","4,860","2.61","5,283","8","423",
"3","1992","Alamosa County","13572","273","84","-256","189","33","1,063","12,509","4,931","2.54","5,303","7","372",
"3","1993","Alamosa County","13657","228","98","-45","130","73","817","12,840","4,983","2.58","5,357","7","374",
"3","1994","Alamosa County","13823","218","98","46","120","45","550","13,273","5,147","2.58","5,430","5.2","283",
"3","1995","Alamosa County","14097","230","126","170","104","9","929","13,168","5,200","2.53","5,475","5","275",
"3","1996","Alamosa County","14322","236","119","108","117","68","795","13,527","5,391","2.51","5,651","4.6","260",
"3","1997","Alamosa County","14478","235","124","45","111","89","876","13,602","5,500","2.47","5,719","3.8","219",
"3","1998","Alamosa County","14623","242","100","3","142","100","916","13,707","5,603","2.45","5,808","3.5","205",
"3","1999","Alamosa County","14822","203","114","110","89","78","956","13,866","5,700","2.43","6,019","5.3","319",
"3","2000","Alamosa County","15099","231","106","149","125","13","995","14,104","5,523","2.55","6,146","10.137","623",
"3","2001","Alamosa County","15231","249","113","-4","136","52","995","14,236","5,598","2.54","6,200","9.71","602",
"3","2002","Alamosa County","15266","227","116","-76","111","92","995","14,271","5,636","2.53","6,246","9.766","610",
"3","2003","Alamosa County","15360","220","131","5","89","48","995","14,365","5,697","2.52","6,299","9.557","602",
"3","2004","Alamosa County","15406","271","101","-124","170","35","995","14,411","5,741","2.51","6,350","9.591","609",
"3","2005","Alamosa County","15395","260","115","-156","145","53","995","14,400","5,757","2.5","6,392","9.934","635",
"3","2006","Alamosa County","15350","227","93","-179","134","64","995","14,355","5,761","2.49","6,417","10.223","656",
"3","2007","Alamosa County","15293","263","114","-206","149","48","995","14,298","5,763","2.48","6,462","10.817","699",
"3","2008","Alamosa County","15346","258","109","-96","149","54","995","14,351","5,808","2.47","6,510","10.783","702",
"3","2009","Alamosa County","15301","272","89","-228","183","56","995","14,306","5,814","2.46","6,536","11.047","722",
"5","1985","Arapahoe County","381244","6458","1602","9,246","4,856","5,069","3,536","377,708","140,787","2.68","153,726","8.4","12,939",
"5","1986","Arapahoe County","387244","6414","1693","1,279","4,721","4,020","3,586","383,658","144,013","2.66","159,313","9.6","15,300",
"5","1987","Arapahoe County","388687","6269","1665","-3,161","4,604","2,060","3,604","385,083","145,014","2.66","163,322","11.2","18,308",
"5","1988","Arapahoe County","386723","6269","1723","-6,510","4,546","1,804","3,787","382,936","144,805","2.64","165,411","12.5","20,606",
"5","1989","Arapahoe County","389502","6200","1712","-1,709","4,488","558","3,666","385,836","146,698","2.63","166,846","12.1","20,148",
"5","1990","Arapahoe County","393284","6163","1829","-552","4,334","637","3,112","390,172","154,710","2.52","168,665","8.3","13,955",
"5","1991","Arapahoe County","403202","6404","1909","5,423","4,495","1,027","3,207","399,995","159,542","2.51","169,302","5.8","9,760",
"5","1992","Arapahoe County","417681","6551","1970","9,898","4,581","2,277","3,311","414,370","165,029","2.51","170,329","3.1","5,300",
"5","1993","Arapahoe County","427470","6407","2036","5,418","4,371","2,905","3,383","424,087","168,215","2.52","172,532","2.5","4,317",
"5","1994","Arapahoe County","436405","6250","2223","4,908","4,027","4,198","3,196","433,209","171,232","2.53","175,437","2.4","4,205",
"5","1995","Arapahoe County","442539","6231","2289","2,192","3,942","3,408","3,211","439,328","173,806","2.53","179,635","3.2","5,829",
"5","1996","Arapahoe County","451065","6343","2281","4,464","4,062","3,585","3,190","447,875","177,697","2.52","183,260","3","5,563",
"5","1997","Arapahoe County","459058","6166","2475","4,302","3,691","3,932","2,265","456,793","182,703","2.5","186,853","2.2","4,150",
"5","1998","Arapahoe County","472399","6504","2534","9,371","3,970","4,234","2,243","470,156","187,217","2.51","190,785","1.9","3,568",
"5","1999","Arapahoe County","481306","6905","2641","4,643","4,264","5,437","3,283","478,023","191,571","2.5","195,845","2.2","4,274",
"5","2000","Arapahoe County","490722","7111","2711","5,015","4,400","1,725","4,847","485,875","192,016","2.53","198,605","3.318","6,589",
"5","2001","Arapahoe County","501671","7526","2909","6,332","4,617","6,900","5,193","496,478","196,308","2.53","202,264","2.945","5,956",
"5","2002","Arapahoe County","510503","7553","2932","4,211","4,621","7,017","5,406","505,097","199,890","2.53","208,601","4.176","8,711",
"5","2003","Arapahoe County","516354","8031","2914","734","5,117","3,915","5,621","510,733","202,072","2.53","213,840","5.503","11,768",
"5","2004","Arapahoe County","523715","8013","2884","2,232","5,129","2,727","5,851","517,864","204,867","2.53","217,147","5.655","12,280",
"5","2005","Arapahoe County","528214","8088","3014","-575","5,074","3,070","5,643","522,571","206,663","2.53","221,982","6.901","15,319",
"5","2006","Arapahoe County","536051","8036","2934","2,735","5,102","3,162","5,433","530,618","209,780","2.53","226,156","7.241","16,376",
"5","2007","Arapahoe County","545882","8233","3118","4,716","5,115","2,711","5,917","539,965","213,407","2.53","230,285","7.329","16,878",
"5","2008","Arapahoe County","556246","8292","3207","5,279","5,085","3,023","5,773","550,473","217,507","2.53","233,100","6.689","15,593",
"5","2009","Arapahoe County","566480","8124","3182","5,292","4,942","1,445","5,605","560,875","220,854","2.54","236,200","6.497","15,346",
"7","1985","Archuleta County","5213","101","22","149","79","9","0","5,213","1,837","2.84","3,379","45.6","1,542",
"7","1986","Archuleta County","5335","96","40","66","56","121","0","5,335","1,896","2.81","3,635","47.8","1,739",
"7","1987","Archuleta County","5265","88","30","-128","58","104","0","5,265","1,884","2.79","3,869","51.3","1,985",
"7","1988","Archuleta County","5004","91","42","-310","49","116","0","5,004","1,802","2.78","3,979","54.7","2,177",
"7","1989","Archuleta County","5196","84","35","143","49","68","0","5,196","1,885","2.76","4,082","53.8","2,197",
"7","1990","Archuleta County","5393","85","30","142","55","72","0","5,393","2,010","2.68","3,951","49.1","1,941",
"7","1991","Archuleta County","5626","73","36","196","37","63","0","5,626","2,076","2.71","4,023","48.4","1,947",
"7","1992","Archuleta County","5880","70","25","209","45","107","0","5,880","2,147","2.74","4,086","47.5","1,939",
"7","1993","Archuleta County","6177","62","35","270","27","101","0","6,177","2,324","2.66","4,193","44.6","1,869",
"7","1994","Archuleta County","6539","77","34","319","43","189","0","6,539","2,456","2.66","4,294","42.8","1,838",
"7","1995","Archuleta County","7108","61","36","544","25","248","0","7,108","2,671","2.66","4,483","40.4","1,812",
"7","1996","Archuleta County","7928","77","36","779","41","249","0","7,928","2,987","2.65","4,731","36.9","1,744",
"7","1997","Archuleta County","8534","99","48","555","51","243","0","8,534","3,239","2.63","4,980","35","1,741",
"7","1998","Archuleta County","9133","84","41","556","43","308","0","9,133","3,452","2.65","5,223","33.9","1,771",
"7","1999","Archuleta County","9570","106","56","387","50","271","0","9,570","3,619","2.64","5,536","34.6","1,917",
"7","2000","Archuleta County","10043","104","56","425","48","87","84","9,959","4,047","2.46","6,302","35.782","2,255",
"7","2001","Archuleta County","10465","112","60","370","52","350","84","10,381","4,252","2.44","6,667","36.223","2,415",
"7","2002","Archuleta County","10700","126","58","167","68","284","84","10,616","4,384","2.42","6,967","37.075","2,583",
"7","2003","Archuleta County","10964","118","57","203","61","365","84","10,880","4,529","2.4","7,350","38.381","2,821",
"7","2004","Archuleta County","11171","129","64","142","65","213","84","11,087","4,654","2.38","7,582","38.618","2,928",
"7","2005","Archuleta County","11402","109","62","184","47","234","84","11,318","4,790","2.36","7,836","38.872","3,046",
"7","2006","Archuleta County","11798","105","62","353","43","247","84","11,714","4,999","2.34","8,104","38.314","3,105",
"7","2007","Archuleta County","12108","150","78","238","72","302","84","12,024","5,173","2.32","8,428","38.621","3,255",
"7","2008","Archuleta County","12074","130","76","-88","54","202","84","11,990","5,204","2.3","8,652","39.852","3,448",
"7","2009","Archuleta County","11899","111","94","-192","17","147","84","11,815","5,171","2.28","8,714","40.659","3,543",
"9","1985","Baca County","4873","83","62","-195","21","1","0","4,873","1,867","2.61","2,581","27.7","714",
"9","1986","Baca County","4587","57","56","-287","1","0","0","4,587","1,768","2.59","2,603","32.1","835",
"9","1987","Baca County","4559","74","48","-54","26","1","0","4,559","1,763","2.59","2,625","32.8","862",
"9","1988","Baca County","4728","76","64","157","12","1","0","4,728","1,836","2.58","2,630","30.2","794",
"9","1989","Baca County","4629","51","52","-98","-1","3","0","4,629","1,807","2.56","2,587","30.2","780",
"9","1990","Baca County","4526","61","58","-106","3","1","74","4,452","1,872","2.38","2,434","23.1","562",
"9","1991","Baca County","4441","55","49","-91","6","3","70","4,371","1,787","2.45","2,435","26.6","648",
"9","1992","Baca County","4302","42","58","-123","-16","4","71","4,231","1,794","2.36","2,438","26.4","644",
"9","1993","Baca County","4326","33","56","47","-23","3","71","4,255","1,776","2.4","2,442","27.3","666",
"9","1994","Baca County","4391","54","54","65","0","7","71","4,320","1,790","2.41","2,445","26.8","655",
"9","1995","Baca County","4428","44","56","49","-12","4","72","4,356","1,808","2.41","2,452","26.3","644",
"9","1996","Baca County","4526","58","58","98","0","5","74","4,452","1,855","2.4","2,456","24.5","601",
"9","1997","Baca County","4562","49","58","45","-9","10","74","4,488","1,884","2.38","2,461","23.4","577",
"9","1998","Baca County","4531","53","69","-15","-16","18","74","4,457","1,873","2.38","2,471","24.2","598",
"9","1999","Baca County","4523","42","63","13","-21","10","74","4,449","1,873","2.38","2,489","24.7","616",
"9","2000","Baca County","4499","55","74","-4","-19","2","85","4,414","1,901","2.32","2,360","19.449","459",
"9","2001","Baca County","4447","41","67","-26","-26","7","85","4,362","1,888","2.31","2,352","19.728","464",
"9","2002","Baca County","4315","40","64","-108","-24","7","85","4,230","1,841","2.3","2,342","21.392","501",
"9","2003","Baca County","4258","35","62","-30","-27","7","85","4,173","1,827","2.28","2,333","21.689","506",
"9","2004","Baca County","4166","26","53","-65","-27","10","85","4,081","1,795","2.27","2,327","22.862","532",
"9","2005","Baca County","4098","38","56","-50","-18","9","85","4,013","1,780","2.25","2,317","23.177","537",
"9","2006","Baca County","4088","37","62","15","-25","1","85","4,003","1,784","2.24","2,301","22.468","517",
"9","2007","Baca County","3993","44","70","-69","-26","0","85","3,908","1,752","2.23","2,287","23.393","535",
"9","2008","Baca County","3906","45","62","-70","-17","1","85","3,821","1,721","2.22","2,273","24.285","552",
"9","2009","Baca County","3814","38","69","-61","-31","0","85","3,729","1,689","2.21","2,257","25.166","568",
"11","1985","Bent County","5699","80","64","-155","16","6","424","5,275","1,986","2.66","2,532","21.6","546",
"11","1986","Bent County","5729","56","66","40","-10","2","427","5,302","2,013","2.63","2,548","21","535",
"11","1987","Bent County","5432","65","55","-307","10","7","407","5,025","1,923","2.61","2,561","24.9","638",
"11","1988","Bent County","5432","76","71","-5","5","3","405","5,027","1,938","2.59","2,571","24.6","633",
"11","1989","Bent County","5210","64","48","-238","16","1","331","4,879","1,895","2.57","2,574","26.4","679",
"11","1990","Bent County","5027","60","67","-176","-7","2","372","4,655","1,865","2.5","2,332","20","467",
"11","1991","Bent County","4960","59","66","-60","-7","1","366","4,594","1,836","2.5","2,334","21.3","498",
"11","1992","Bent County","5040","48","51","83","-3","2","369","4,671","1,853","2.52","2,335","20.6","482",
"11","1993","Bent County","5350","63","43","290","20","5","603","4,747","1,914","2.48","2,337","18.1","423",
"11","1994","Bent County","5400","59","45","36","14","12","709","4,691","1,896","2.47","2,342","19","446",
"11","1995","Bent County","5549","78","74","145","4","19","735","4,814","1,954","2.46","2,354","17","400",
"11","1996","Bent County","5623","70","73","77","-3","52","1,072","4,551","1,865","2.44","2,373","21.4","508",
"11","1997","Bent County","5640","56","70","31","-14","15","1,479","4,161","1,730","2.41","2,425","28.7","695",
"11","1998","Bent County","5993","72","74","355","-2","23","1,846","4,147","1,734","2.39","2,440","28.9","706",
"11","1999","Bent County","5996","82","62","-17","20","14","2,213","3,783","1,591","2.38","2,463","35.4","872",
"11","2000","Bent County","5967","66","65","-35","1","4","926","5,041","1,994","2.53","2,365","15.687","371",
"11","2001","Bent County","5882","69","64","-90","5","17","878","5,004","1,995","2.51","2,362","15.538","367",
"11","2002","Bent County","6203","66","78","333","-12","12","1,067","5,136","2,063","2.49","2,353","12.325","290",
"11","2003","Bent County","6653","62","66","454","-4","11","1,408","5,245","2,123","2.47","2,343","9.39","220",
"11","2004","Bent County","6357","63","64","-295","-1","0","1,505","4,852","1,979","2.45","2,323","14.808","344",
"11","2005","Bent County","6261","63","49","-110","14","10","1,565","4,696","1,931","2.43","2,312","16.479","381",
"11","2006","Bent County","6076","60","72","-173","-12","9","1,553","4,523","1,874","2.41","2,300","18.522","426",
"11","2007","Bent County","5773","68","56","-315","12","4","1,525","4,248","1,773","2.4","2,285","22.407","512",
"11","2008","Bent County","6008","64","73","244","-9","7","1,760","4,248","1,789","2.37","2,271","21.224","482",
"11","2009","Bent County","6481","63","69","479","-6","5","2,216","4,265","1,810","2.36","2,255","19.734","445",
"13","1985","Boulder County","209444","3326","1064","-3,005","2,262","1,953","8,600","200,844","79,100","2.54","88,178","10.3","9,078",
"13","1986","Boulder County","211841","3272","1007","132","2,265","1,944","8,729","203,112","80,731","2.52","90,087","10.4","9,356",
"13","1987","Boulder County","214222","3251","1061","191","2,190","1,626","8,780","205,442","82,203","2.5","92,060","10.7","9,857",
"13","1988","Boulder County","218380","3231","1071","1,998","2,160","925","9,384","208,996","84,226","2.48","93,728","10.1","9,502",
"13","1989","Boulder County","222354","3230","1065","1,809","2,165","1,056","10,854","211,500","85,911","2.46","94,466","9.1","8,555",
"13","1990","Boulder County","226014","3320","1094","1,434","2,226","1,375","8,640","217,374","88,402","2.46","94,621","6.6","6,219",
"13","1991","Boulder County","230977","3323","1104","2,744","2,219","1,478","9,097","221,880","89,867","2.47","96,048","6.4","6,181",
"13","1992","Boulder County","238397","3332","1043","5,131","2,289","2,734","9,266","229,131","93,100","2.46","97,631","4.6","4,531",
"13","1993","Boulder County","247275","3228","1191","6,841","2,037","2,684","9,561","237,714","96,796","2.46","100,204","3.4","3,408",
"13","1994","Boulder County","252725","3166","1205","3,489","1,961","2,191","9,469","243,256","98,566","2.47","102,888","4.2","4,322",
"13","1995","Boulder County","257500","3050","1281","3,006","1,769","2,938","9,606","247,894","100,377","2.47","105,055","4.5","4,678",
"13","1996","Boulder County","261765","3199","1242","2,308","1,957","2,588","9,561","252,204","102,053","2.47","107,800","5.3","5,747",
"13","1997","Boulder County","266063","3182","1352","2,468","1,830","3,062","9,328","256,735","104,480","2.46","110,475","5.4","5,995",
"13","1998","Boulder County","274115","3377","1343","6,018","2,034","4,687","9,514","264,601","107,096","2.47","113,224","5.4","6,128",
"13","1999","Boulder County","283924","3513","1369","7,665","2,144","2,780","9,700","274,224","109,720","2.5","117,952","7","8,232",
"13","2000","Boulder County","276255","3719","1388","-10,004","2,331","621","8,506","267,749","109,578","2.44","114,121","3.981","4,543",
"13","2001","Boulder County","283510","3833","1444","4,866","2,389","2,483","8,794","274,716","112,448","2.44","116,588","3.551","4,140",
"13","2002","Boulder County","284433","3829","1403","-1,503","2,426","2,230","8,906","275,527","112,904","2.44","118,445","4.678","5,541",
"13","2003","Boulder County","282763","3636","1474","-3,832","2,162","1,775","8,883","273,880","112,395","2.44","120,272","6.549","7,877",
"13","2004","Boulder County","283288","3571","1434","-1,612","2,137","1,606","8,600","274,688","112,905","2.43","121,715","7.238","8,810",
"13","2005","Boulder County","282910","3510","1378","-2,510","2,132","1,771","8,562","274,348","112,978","2.43","123,133","8.247","10,155",
"13","2006","Boulder County","286133","3511","1471","1,183","2,040","1,427","9,931","276,202","113,945","2.42","124,311","8.339","10,366",
"13","2007","Boulder County","288757","3390","1481","715","1,909","953","9,809","278,948","115,320","2.42","125,261","7.936","9,941",
"13","2008","Boulder County","291827","3353","1524","1,241","1,829","701","9,935","281,892","116,788","2.41","125,999","7.31","9,211",
"13","2009","Boulder County","293641","3187","1512","139","1,675","1,044","9,879","283,762","117,841","2.41","126,756","7.033","8,915",
"14","1985","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1986","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1987","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1988","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1989","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1990","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1991","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1992","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1993","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1994","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1995","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1996","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1997","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1998","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","1999","Broomfield County","0","0","0","0","0","0","0","0","0","0","0","0","0",
"14","2000","Broomfield County","38544","0","0","38,544","0","112","7","38,537","13,949","2.76","14,450","3.467","501",
"14","2001","Broomfield County","41387","0","0","2,843","0","446","7","41,380","15,071","2.75","15,056","-0.1","-15",
"14","2002","Broomfield County","42432","421","116","740","305","1,070","7","42,425","15,548","2.73","15,881","2.097","333",
"14","2003","Broomfield County","44960","689","190","2,029","499","856","7","44,953","16,578","2.71","16,800","1.321","222",
"14","2004","Broomfield County","46406","604","208","1,050","396","621","7","46,399","17,219","2.69","17,548","1.875","329",
"14","2005","Broomfield County","48251","649","193","1,389","456","715","7","48,244","18,018","2.68","18,778","4.047","760",
"14","2006","Broomfield County","51152","676","228","2,453","448","742","7","51,145","19,223","2.66","19,729","2.565","506",
"14","2007","Broomfield County","53328","722","231","1,685","491","1,027","7","53,321","20,170","2.64","20,727","2.687","557",
"14","2008","Broomfield County","54400","723","230","579","493","1,006","7","54,393","20,709","2.63","21,472","3.553","763",
"14","2009","Broomfield County","55378","693","244","529","449","794","7","55,371","21,219","2.61","22,327","4.963","1,108",
"15","1985","Chaffee County","12349","156","107","-538","49","73","612","11,737","4,543","2.58","6,402","29","1,859",
"15","1986","Chaffee County","12473","169","136","91","33","39","620","11,853","4,617","2.57","6,473","28.7","1,856",
"15","1987","Chaffee County","12453","129","107","-42","22","49","620","11,833","4,632","2.55","6,511","28.9","1,879",
"15","1988","Chaffee County","12390","148","120","-91","28","58","923","11,467","4,434","2.59","6,572","32.5","2,138",
"15","1989","Chaffee County","12559","132","121","158","11","42","1,128","11,431","4,532","2.52","6,575","31.1","2,043",
"15","1990","Chaffee County","12706","133","107","121","26","36","1,158","11,548","4,848","2.38","6,547","26","1,699",
"15","1991","Chaffee County","12864","125","117","150","8","104","1,230","11,634","5,027","2.31","6,583","23.6","1,556",
"15","1992","Chaffee County","13121","112","155","300","-43","83","1,288","11,833","5,108","2.32","6,687","23.6","1,579",
"15","1993","Chaffee County","13700","128","142","593","-14","117","1,535","12,165","5,176","2.35","6,770","23.5","1,594",
"15","1994","Chaffee County","14107","127","157","437","-30","182","1,314","12,793","5,438","2.35","6,887","21","1,449",
"15","1995","Chaffee County","14656","115","121","555","-6","211","1,248","13,408","5,719","2.34","7,069","19.1","1,350",
"15","1996","Chaffee County","15125","111","139","497","-28","253","1,291","13,834","5,932","2.33","7,280","18.5","1,348",
"15","1997","Chaffee County","15406","132","162","311","-30","166","1,331","14,075","6,102","2.31","7,533","19","1,431",
"15","1998","Chaffee County","15526","143","144","121","-1","197","1,351","14,175","6,147","2.31","7,699","20.2","1,552",
"15","1999","Chaffee County","15936","138","126","398","12","218","1,371","14,565","6,350","2.29","7,914","19.8","1,564",
"15","2000","Chaffee County","16312","137","134","374","3","56","1,363","14,949","6,623","2.26","8,449","21.612","1,826",
"15","2001","Chaffee County","16410","157","146","87","11","224","1,337","15,073","6,707","2.25","8,660","22.552","1,953",
"15","2002","Chaffee County","16646","139","162","259","-23","213","1,333","15,313","6,844","2.24","8,840","22.579","1,996",
"15","2003","Chaffee County","16794","137","137","148","0","241","1,360","15,434","6,928","2.23","9,060","23.532","2,132",
"15","2004","Chaffee County","16946","147","147","152","0","196","1,332","15,614","7,041","2.22","9,243","23.823","2,202",
"15","2005","Chaffee County","17022","151","140","65","11","164","1,338","15,684","7,109","2.21","9,419","24.525","2,310",
"15","2006","Chaffee County","16984","142","162","-18","-20","151","1,336","15,648","7,127","2.2","9,549","25.364","2,422",
"15","2007","Chaffee County","17238","132","153","275","-21","154","1,408","15,830","7,247","2.18","9,725","25.481","2,478",
"15","2008","Chaffee County","17403","130","169","204","-39","209","1,337","16,066","7,391","2.17","9,943","25.666","2,552",
"15","2009","Chaffee County","17604","156","143","188","13","130","1,366","16,238","7,507","2.16","9,988","24.84","2,481",
"17","1985","Cheyenne County","2294","55","21","23","34","3","14","2,280","965","2.36","1,060","9","95",
"17","1986","Cheyenne County","2185","35","24","-120","11","2","13","2,172","937","2.32","1,090","14","153",
"17","1987","Cheyenne County","2097","37","27","-98","10","1","13","2,084","919","2.27","1,119","17.9","200",
"17","1988","Cheyenne County","2208","48","26","89","22","5","14","2,194","985","2.23","1,122","12.2","137",
"17","1989","Cheyenne County","2314","46","35","95","11","2","15","2,299","1,021","2.25","1,128","9.5","107",
"17","1990","Cheyenne County","2413","26","22","95","4","4","45","2,368","904","2.62","1,083","16.5","179",
"17","1991","Cheyenne County","2476","40","24","47","16","2","40","2,436","818","2.98","1,087","24.7","269",
"17","1992","Cheyenne County","2407","41","22","-88","19","3","45","2,362","910","2.6","1,089","16.4","179",
"17","1993","Cheyenne County","2306","36","21","-116","15","5","44","2,262","886","2.55","1,092","18.9","206",
"17","1994","Cheyenne County","2291","20","21","-14","-1","4","44","2,247","885","2.54","1,097","19.3","212",
"17","1995","Cheyenne County","2269","29","17","-34","12","2","44","2,225","880","2.53","1,101","20.1","221",
"17","1996","Cheyenne County","2284","33","21","3","12","2","45","2,239","893","2.51","1,103","19","210",
"17","1997","Cheyenne County","2295","19","26","18","-7","6","46","2,249","910","2.47","1,105","17.6","195",
"17","1998","Cheyenne County","2343","30","26","44","4","2","46","2,297","935","2.46","1,111","15.8","176",
"17","1999","Cheyenne County","2279","32","23","-73","9","3","46","2,233","916","2.44","1,113","17.7","197",
"17","2000","Cheyenne County","2216","23","15","-68","8","1","30","2,186","876","2.5","1,103","20.58","227",
"17","2001","Cheyenne County","2173","17","15","-45","2","3","30","2,143","865","2.48","1,090","20.642","225",
"17","2002","Cheyenne County","2162","28","20","-19","8","4","30","2,132","869","2.45","1,078","19.388","209",
"17","2003","Cheyenne County","2119","21","32","-32","-11","0","30","2,089","861","2.43","1,064","19.079","203",
"17","2004","Cheyenne County","2070","17","28","-38","-11","1","30","2,040","847","2.41","1,050","19.333","203",
"17","2005","Cheyenne County","2041","22","27","-24","-5","3","30","2,011","844","2.38","1,038","18.69","194",
"17","2006","Cheyenne County","1977","21","21","-64","0","3","30","1,947","823","2.37","1,026","19.786","203",
"17","2007","Cheyenne County","1910","26","14","-79","12","1","30","1,880","801","2.35","1,013","20.928","212",
"17","2008","Cheyenne County","1898","24","19","-17","5","0","30","1,868","804","2.32","999","19.52","195",
"17","2009","Cheyenne County","1833","22","34","-53","-12","0","30","1,803","785","2.3","985","20.305","200",
"19","1985","Clear Creek County","7936","140","40","84","100","53","45","7,891","3,093","2.55","4,596","32.7","1,503",
"19","1986","Clear Creek County","8159","123","37","137","86","35","46","8,113","3,184","2.55","4,647","31.5","1,463",
"19","1987","Clear Creek County","7822","131","26","-442","105","39","44","7,778","3,055","2.55","4,681","34.7","1,626",
"19","1988","Clear Creek County","7727","112","33","-174","79","18","43","7,684","3,024","2.54","4,724","36","1,700",
"19","1989","Clear Creek County","7667","115","35","-140","80","18","42","7,625","3,006","2.54","4,839","37.9","1,833",
"19","1990","Clear Creek County","7613","105","34","-125","71","23","45","7,568","3,153","2.4","4,811","34.5","1,658",
